NOC,Team,Year,Sport,Golds,Silvers,Bronzes,None,Medals
MAS,Malaysia,2004,Sailing,0,0,0,1,0
MAS,Malaysia,2004,Shooting,0,1,0,2,1
MAS,Malaysia,2004,Swimming,0,0,0,8,0
MAS,Malaysia,2004,Taekwondo,0,0,0,1,0
MAS,Malaysia,2004,Weightlifting,0,0,0,1,0
MAS,Malaysia,2008,Archery,0,0,0,2,0
MAS,Malaysia,2008,Athletics,0,0,0,3,0
MAS,Malaysia,2008,Badminton,0,1,0,4,1
MAS,Malaysia,2008,Cycling,0,0,0,3,0
MAS,Malaysia,2008,Diving,0,0,0,3,0
MAS,Malaysia,2008,Sailing,0,0,0,1,0
MAS,Malaysia,2008,Shooting,0,0,0,1,0
MAS,Malaysia,2008,Swimming,0,1,0,8,1
MAS,Malaysia,2008,Taekwondo,0,0,0,2,0
MAS,Malaysia,2008,Weightlifting,0,0,0,1,0
MAS,Malaysia,2012,Archery,0,0,0,3,0
MAS,Malaysia,2012,Athletics,0,0,0,2,0
MAS,Malaysia,2012,Badminton,0,1,0,3,1
MAS,Malaysia,2012,Cycling,0,0,0,4,0
MAS,Malaysia,2012,Diving,0,1,1,6,2
MAS,Malaysia,2012,Fencing,0,0,0,1,0
MAS,Malaysia,2012,Sailing,0,0,0,1,0
MAS,Malaysia,2012,Shooting,0,1,0,0,1
MAS,Malaysia,2012,Swimming,0,0,0,2,0
MAS,Malaysia,2016,Archery,0,0,0,2,0
MAS,Malaysia,2016,Athletics,0,0,0,2,0
MAS,Malaysia,2016,Badminton,0,2,0,3,2
MAS,Malaysia,2016,Cycling,0,0,0,2,0
MAS,Malaysia,2016,Diving,0,1,0,5,1
MAS,Malaysia,2016,Golf,0,0,0,2,0
MAS,Malaysia,2016,Sailing,0,0,0,2,0
MAS,Malaysia,2016,Shooting,0,0,0,2,0
MAS,Malaysia,2016,Swimming,0,0,0,5,0
MAS,Malaysia,2016,Weightlifting,0,0,0,1,0
MDV,Maldives,1988,Athletics,0,0,0,5,0
MDV,Maldives,1992,Athletics,0,0,0,6,0
MDV,Maldives,1992,Swimming,0,0,0,2,0
MDV,Maldives,1996,Athletics,0,0,0,5,0
MDV,Maldives,1996,Swimming,0,0,0,1,0
MDV,Maldives,2000,Athletics,0,0,0,2,0
MDV,Maldives,2000,Swimming,0,0,0,2,0
MDV,Maldives,2004,Athletics,0,0,0,2,0
MDV,Maldives,2004,Swimming,0,0,0,2,0
MDV,Maldives,2008,Athletics,0,0,0,2,0
MDV,Maldives,2008,Swimming,0,0,0,2,0
MDV,Maldives,2012,Athletics,0,0,0,2,0
MDV,Maldives,2012,Badminton,0,0,0,1,0
MDV,Maldives,2012,Swimming,0,0,0,2,0
MDV,Maldives,2016,Athletics,0,0,0,2,0
MDV,Maldives,2016,Swimming,0,0,0,2,0
MLI,Mali,1980,Athletics,0,0,0,3,0
MLI,Mali,1980,Boxing,0,0,0,1,0
MLI,Mali,1980,Judo,0,0,0,3,0
MLI,Mali,1984,Athletics,0,0,0,3,0
MLI,Mali,1984,Boxing,0,0,0,1,0
MLI,Mali,1984,Judo,0,0,0,1,0
MLI,Mali,1988,Athletics,0,0,0,5,0
MLI,Mali,1988,Boxing,0,0,0,1,0
MLI,Mali,1988,Judo,0,0,0,2,0
MLI,Mali,1992,Athletics,0,0,0,4,0
MLI,Mali,1992,Judo,0,0,0,2,0
MLI,Mali,1996,Athletics,0,0,0,4,0
MLI,Mali,2000,Athletics,0,0,0,2,0
MLI,Mali,2000,Judo,0,0,0,1,0
MLI,Mali,2000,Swimming,0,0,0,2,0
MLI,Mali,2004,Athletics,0,0,0,2,0
MLI,Mali,2004,Football,0,0,0,1,0
MLI,Mali,2004,Judo,0,0,0,1,0
MLI,Mali,2004,Swimming,0,0,0,2,0
MLI,Mali,2008,Athletics,0,0,0,2,0
MLI,Mali,2008,Basketball,0,0,0,1,0
MLI,Mali,2008,Swimming,0,0,0,2,0
MLI,Mali,2008,Taekwondo,0,0,0,1,0
MLI,Mali,2012,Athletics,0,0,0,2,0
MLI,Mali,2012,Judo,0,0,0,1,0
MLI,Mali,2012,Swimming,0,0,0,2,0
MLI,Mali,2012,Taekwondo,0,0,0,1,0
MLI,Mali,2016,Athletics,0,0,0,2,0
MLI,Mali,2016,Judo,0,0,0,1,0
MLI,Mali,2016,Swimming,0,0,0,2,0
MLI,Mali,2016,Taekwondo,0,0,0,1,0
MLT,Malta,1980,Archery,0,0,0,2,0
MLT,Malta,1980,Cycling,0,0,0,2,0
MLT,Malta,1980,Shooting,0,0,0,1,0
MLT,Malta,1984,Archery,0,0,0,1,0
MLT,Malta,1984,Athletics,0,0,0,1,0
MLT,Malta,1984,Sailing,0,0,0,1,0
MLT,Malta,1984,Shooting,0,0,0,1,0
MLT,Malta,1984,Wrestling,0,0,0,2,0
MLT,Malta,1988,Archery,0,0,0,1,0
MLT,Malta,1988,Judo,0,0,0,2,0
MLT,Malta,1988,Sailing,0,0,0,1,0
MLT,Malta,1988,Wrestling,0,0,0,2,0
MLT,Malta,1992,Athletics,0,0,0,4,0
MLT,Malta,1992,Judo,0,0,0,2,0
MLT,Malta,1992,Sailing,0,0,0,1,0
MLT,Malta,1992,Shooting,0,0,0,1,0
MLT,Malta,1996,Athletics,0,0,0,2,0
MLT,Malta,1996,Judo,0,0,0,1,0
MLT,Malta,1996,Sailing,0,0,0,2,0
MLT,Malta,1996,Shooting,0,0,0,2,0
MLT,Malta,1996,Swimming,0,0,0,3,0
MLT,Malta,2000,Athletics,0,0,0,2,0
MLT,Malta,2000,Judo,0,0,0,1,0
MLT,Malta,2000,Sailing,0,0,0,1,0
MLT,Malta,2000,Shooting,0,0,0,1,0
MLT,Malta,2000,Swimming,0,0,0,2,0
MLT,Malta,2004,Athletics,0,0,0,2,0
MLT,Malta,2004,Judo,0,0,0,1,0
MLT,Malta,2004,Sailing,0,0,0,1,0
MLT,Malta,2004,Shooting,0,0,0,1,0
MLT,Malta,2004,Swimming,0,0,0,2,0
MLT,Malta,2008,Athletics,0,0,0,2,0
MLT,Malta,2008,Judo,0,0,0,1,0
MLT,Malta,2008,Shooting,0,0,0,1,0
MLT,Malta,2008,Swimming,0,0,0,2,0
MLT,Malta,2012,Athletics,0,0,0,2,0
MLT,Malta,2012,Shooting,0,0,0,1,0
MLT,Malta,2012,Swimming,0,0,0,2,0
MLT,Malta,2016,Athletics,0,0,0,2,0
MLT,Malta,2016,Shooting,0,0,0,3,0
MLT,Malta,2016,Swimming,0,0,0,2,0
MLT,Malta,2016,Weightlifting,0,0,0,1,0
MHL,Marshall Islands,2008,Athletics,0,0,0,2,0
MHL,Marshall Islands,2008,Swimming,0,0,0,2,0
MHL,Marshall Islands,2008,Taekwondo,0,0,0,1,0
MHL,Marshall Islands,2012,Athletics,0,0,0,2,0
MHL,Marshall Islands,2012,Swimming,0,0,0,2,0
MHL,Marshall Islands,2016,Athletics,0,0,0,2,0
MHL,Marshall Islands,2016,Swimming,0,0,0,2,0
MHL,Marshall Islands,2016,Weightlifting,0,0,0,1,0
MRI,Mauritania,1984,Wrestling,0,0,0,2,0
MRI,Mauritania,1988,Athletics,0,0,0,2,0
MRI,Mauritania,1988,Wrestling,0,0,0,5,0
MRI,Mauritania,1992,Athletics,0,0,0,6,0
MRI,Mauritania,1996,Athletics,0,0,0,4,0
MRI,Mauritania,2000,Athletics,0,0,0,2,0
MRI,Mauritania,2004,Athletics,0,0,0,2,0
MRI,Mauritania,2008,Athletics,0,0,0,2,0
MRI,Mauritania,2012,Athletics,0,0,0,2,0
MRI,Mauritania,2016,Athletics,0,0,0,2,0
MRI,Mauritius,1984,Athletics,0,0,0,7,0
MRI,Mauritius,1988,Athletics,0,0,0,3,0
MRI,Mauritius,1988,Boxing,0,0,0,1,0
MRI,Mauritius,1988,Table Tennis,0,0,0,2,0
MRI,Mauritius,1988,Weightlifting,0,0,0,1,0
MRI,Mauritius,1988,Wrestling,0,0,0,2,0
MRI,Mauritius,1992,Athletics,0,0,0,3,0
MRI,Mauritius,1992,Badminton,0,0,0,3,0
MRI,Mauritius,1992,Sailing,0,0,0,1,0
MRI,Mauritius,1992,Swimming,0,0,0,10,0
MRI,Mauritius,1996,Athletics,0,0,0,8,0
MRI,Mauritius,1996,Badminton,0,0,0,5,0
MRI,Mauritius,1996,Boxing,0,0,0,3,0
MRI,Mauritius,1996,Judo,0,0,0,3,0
MRI,Mauritius,1996,Swimming,0,0,0,2,0
MRI,Mauritius,1996,Weightlifting,0,0,0,2,0
MRI,Mauritius,2000,Archery,0,0,0,1,0
MRI,Mauritius,2000,Athletics,0,0,0,6,0
MRI,Mauritius,2000,Badminton,0,0,0,5,0
MRI,Mauritius,2000,Boxing,0,0,0,3,0
MRI,Mauritius,2000,Judo,0,0,0,1,0
MRI,Mauritius,2000,Swimming,0,0,1,1,1
MRI,Mauritius,2000,Table Tennis,0,0,0,1,0
MRI,Mauritius,2000,Weightlifting,0,0,0,1,0
MRI,Mauritius,2004,Archery,0,0,0,1,0
MRI,Mauritius,2004,Athletics,0,0,0,4,0
MRI,Mauritius,2004,Boxing,0,0,0,1,0
MRI,Mauritius,2004,Swimming,0,0,0,2,0
MRI,Mauritius,2004,Weightlifting,0,0,0,1,0
MRI,Mauritius,2008,Archery,0,0,0,1,0
MRI,Mauritius,2008,Athletics,0,0,0,3,0
MRI,Mauritius,2008,Badminton,0,0,0,1,0
MRI,Mauritius,2008,Boxing,0,0,0,2,0
MRI,Mauritius,2008,Cycling,0,0,0,1,0
MRI,Mauritius,2008,Swimming,0,0,0,2,0
MRI,Mauritius,2008,Weightlifting,0,0,0,1,0
MRI,Mauritius,2012,Athletics,0,0,0,2,0
MRI,Mauritius,2012,Beach Volleyball,0,0,0,1,0
MRI,Mauritius,2012,Boxing,0,0,0,2,0
MRI,Mauritius,2012,Cycling,1,0,0,1,1
MRI,Mauritius,2012,Judo,0,0,0,1,0
MRI,Mauritius,2012,Swimming,0,0,0,2,0
MRI,Mauritius,2012,Triathlon,0,0,1,0,1
MRI,Mauritius,2016,Athletics,0,0,0,3,0
MRI,Mauritius,2016,Badminton,0,0,0,1,0
MRI,Mauritius,2016,Boxing,0,0,0,2,0
MRI,Mauritius,2016,Judo,0,0,0,1,0
MRI,Mauritius,2016,Swimming,0,0,0,2,0
MRI,Mauritius,2016,Triathlon,0,0,0,1,0
MRI,Mauritius,2016,Weightlifting,0,0,0,1,0
MEX,Mexico,1976,Athletics,1,0,0,5,1
MEX,Mexico,1976,Basketball,0,0,0,1,0
MEX,Mexico,1976,Boxing,0,0,0,3,0
MEX,Mexico,1976,Canoeing,0,0,0,4,0
MEX,Mexico,1976,Cycling,0,0,0,2,0
MEX,Mexico,1976,Diving,0,0,0,4,0
MEX,Mexico,1976,Equestrianism,0,0,0,4,0
MEX,Mexico,1976,Football,0,0,0,1,0
MEX,Mexico,1976,Gymnastics,0,0,0,5,0
MEX,Mexico,1976,Judo,0,0,0,1,0
MEX,Mexico,1976,Rowing,0,0,0,1,0
MEX,Mexico,1976,Sailing,0,0,0,2,0
MEX,Mexico,1976,Shooting,0,0,0,5,0
MEX,Mexico,1976,Swimming,0,0,0,12,0
MEX,Mexico,1976,Water Polo,0,0,1,0,1
MEX,Mexico,1976,Weightlifting,0,0,0,1,0
MEX,Mexico,1976,Wrestling,0,0,1,1,1
MEX,Mexico,1980,Athletics,0,0,0,5,0
MEX,Mexico,1980,Boxing,0,0,0,4,0
MEX,Mexico,1980,Diving,0,1,0,4,1
MEX,Mexico,1980,Equestrianism,0,0,2,2,2
MEX,Mexico,1980,Gymnastics,0,0,0,5,0
MEX,Mexico,1980,Judo,0,0,0,2,0
MEX,Mexico,1980,Modern Pentathlon,0,0,0,1,0
MEX,Mexico,1980,Rowing,0,0,0,1,0
MEX,Mexico,1980,Shooting,0,0,0,2,0
MEX,Mexico,1980,Swimming,1,1,0,10,2
MEX,Mexico,1980,Weightlifting,0,0,0,3,0
MEX,Mexico,1980,Wrestling,0,0,0,2,0
MEX,Mexico,1984,Archery,0,0,0,2,0
MEX,Mexico,1984,Athletics,2,1,0,8,3
MEX,Mexico,1984,Boxing,0,0,0,6,0
MEX,Mexico,1984,Canoeing,0,0,0,2,0
MEX,Mexico,1984,Cycling,0,0,1,2,1
MEX,Mexico,1984,Diving,0,0,0,4,0
MEX,Mexico,1984,Equestrianism,0,0,0,6,0
MEX,Mexico,1984,Fencing,0,0,0,1,0
MEX,Mexico,1984,Gymnastics,0,0,0,7,0
MEX,Mexico,1984,Judo,0,0,0,4,0
MEX,Mexico,1984,Modern Pentathlon,0,0,0,2,0
MEX,Mexico,1984,Rowing,0,0,0,2,0
MEX,Mexico,1984,Sailing,0,0,0,4,0
MEX,Mexico,1984,Shooting,0,0,0,7,0
MEX,Mexico,1984,Swimming,0,0,0,21,0
MEX,Mexico,1984,Synchronized Swimming,0,0,0,2,0
MEX,Mexico,1984,Weightlifting,0,0,0,1,0
MEX,Mexico,1984,Wrestling,0,1,0,4,1
MEX,Mexico,1988,Archery,0,0,0,3,0
MEX,Mexico,1988,Athletics,0,0,0,12,0
MEX,Mexico,1988,Boxing,0,0,1,5,1
MEX,Mexico,1988,Cycling,0,0,0,3,0
MEX,Mexico,1988,Diving,0,0,0,4,0
MEX,Mexico,1988,Equestrianism,0,0,0,2,0
MEX,Mexico,1988,Fencing,0,0,0,1,0
MEX,Mexico,1988,Gymnastics,0,0,0,7,0
MEX,Mexico,1988,Judo,0,0,0,3,0
MEX,Mexico,1988,Modern Pentathlon,0,0,0,2,0
MEX,Mexico,1988,Rowing,0,0,0,1,0
MEX,Mexico,1988,Sailing,0,0,0,3,0
MEX,Mexico,1988,Shooting,0,0,0,4,0
MEX,Mexico,1988,Swimming,0,0,0,21,0
MEX,Mexico,1988,Synchronized Swimming,0,1,0,2,1
MEX,Mexico,1988,Tennis,0,0,0,4,0
MEX,Mexico,1988,Wrestling,0,0,0,4,0
MEX,Mexico,1992,Archery,0,0,0,3,0
MEX,Mexico,1992,Athletics,0,1,0,11,1
MEX,Mexico,1992,Boxing,0,0,0,4,0
MEX,Mexico,1992,Canoeing,0,0,0,4,0
MEX,Mexico,1992,Cycling,0,0,0,3,0
MEX,Mexico,1992,Diving,0,0,0,4,0
MEX,Mexico,1992,Equestrianism,0,0,0,3,0
MEX,Mexico,1992,Football,0,0,0,1,0
MEX,Mexico,1992,Gymnastics,0,0,0,12,0
MEX,Mexico,1992,Judo,0,0,0,1,0
MEX,Mexico,1992,Modern Pentathlon,0,0,0,2,0
MEX,Mexico,1992,Rowing,0,0,0,3,0
MEX,Mexico,1992,Sailing,0,0,0,2,0
MEX,Mexico,1992,Shooting,0,0,0,1,0
MEX,Mexico,1992,Swimming,0,0,0,9,0
MEX,Mexico,1992,Synchronized Swimming,0,0,0,2,0
MEX,Mexico,1992,Tennis,0,0,0,4,0
MEX,Mexico,1992,Wrestling,0,0,0,2,0
MEX,Mexico,1996,Archery,0,0,0,2,0
MEX,Mexico,1996,Athletics,0,0,1,7,1
MEX,Mexico,1996,Beach Volleyball,0,0,0,1,0
MEX,Mexico,1996,Boxing,0,0,0,8,0
MEX,Mexico,1996,Canoeing,0,0,0,4,0
MEX,Mexico,1996,Cycling,0,0,0,5,0
MEX,Mexico,1996,Diving,0,0,0,4,0
MEX,Mexico,1996,Equestrianism,0,0,0,3,0
MEX,Mexico,1996,Football,0,0,0,1,0
MEX,Mexico,1996,Judo,0,0,0,2,0
MEX,Mexico,1996,Modern Pentathlon,0,0,0,1,0
MEX,Mexico,1996,Rowing,0,0,0,1,0
MEX,Mexico,1996,Sailing,0,0,0,2,0
MEX,Mexico,1996,Shooting,0,0,0,1,0
MEX,Mexico,1996,Swimming,0,1,0,3,1
MEX,Mexico,1996,Synchronized Swimming,0,0,0,1,0
MEX,Mexico,1996,Table Tennis,0,0,1,1,1
MEX,Mexico,1996,Tennis,0,0,0,3,0
MEX,Mexico,1996,Wrestling,0,0,0,7,0
MEX,Mexico,2000,Archery,0,0,0,2,0
MEX,Mexico,2000,Athletics,0,1,1,13,2
MEX,Mexico,2000,Beach Volleyball,0,0,0,2,0
MEX,Mexico,2000,Boxing,0,0,1,5,1
MEX,Mexico,2000,Canoeing,0,0,0,2,0
MEX,Mexico,2000,Cycling,0,0,0,2,0
MEX,Mexico,2000,Diving,0,1,0,7,1
MEX,Mexico,2000,Equestrianism,0,0,0,3,0
MEX,Mexico,2000,Gymnastics,0,0,0,2,0
MEX,Mexico,2000,Judo,0,0,0,1,0
MEX,Mexico,2000,Modern Pentathlon,0,0,0,1,0
MEX,Mexico,2000,Rowing,0,0,0,3,0
MEX,Mexico,2000,Sailing,0,0,1,2,1
MEX,Mexico,2000,Shooting,0,0,0,3,0
MEX,Mexico,2000,Swimming,0,0,0,11,0
MEX,Mexico,2000,Synchronized Swimming,0,0,0,1,0
MEX,Mexico,2000,Taekwondo,0,0,0,3,0
MEX,Mexico,2000,Tennis,0,0,0,1,0
MEX,Mexico,2000,Weightlifting,0,0,0,1,0
MEX,Mexico,2004,Archery,0,0,0,2,0
MEX,Mexico,2004,Athletics,0,1,0,16,1
MEX,Mexico,2004,Beach Volleyball,0,0,0,1,0
MEX,Mexico,2004,Boxing,0,0,0,5,0
MEX,Mexico,2004,Cycling,0,1,0,2,1
MEX,Mexico,2004,Diving,0,0,0,6,0
MEX,Mexico,2004,Equestrianism,0,0,0,2,0
MEX,Mexico,2004,Fencing,0,0,0,1,0
MEX,Mexico,2004,Football,0,0,0,2,0
MEX,Mexico,2004,Gymnastics,0,0,0,5,0
MEX,Mexico,2004,Judo,0,0,0,3,0
MEX,Mexico,2004,Modern Pentathlon,0,0,1,0,1
MEX,Mexico,2004,Rowing,0,0,0,2,0
MEX,Mexico,2004,Sailing,0,0,0,3,0
MEX,Mexico,2004,Shooting,0,0,0,2,0
MEX,Mexico,2004,Swimming,0,0,0,7,0
MEX,Mexico,2004,Synchronized Swimming,0,0,0,1,0
MEX,Mexico,2004,Taekwondo,0,0,1,2,1
MEX,Mexico,2004,Triathlon,0,0,0,1,0
MEX,Mexico,2004,Weightlifting,0,0,0,1,0
MEX,Mexico,2008,Archery,0,0,0,2,0
MEX,Mexico,2008,Athletics,0,0,0,12,0
MEX,Mexico,2008,Badminton,0,0,0,1,0
MEX,Mexico,2008,Beach Volleyball,0,0,0,1,0
MEX,Mexico,2008,Boxing,0,0,0,3,0
MEX,Mexico,2008,Canoeing,0,0,0,5,0
MEX,Mexico,2008,Cycling,0,0,0,2,0
MEX,Mexico,2008,Diving,0,0,1,4,1
MEX,Mexico,2008,Equestrianism,0,0,0,3,0
MEX,Mexico,2008,Fencing,0,0,0,1,0
MEX,Mexico,2008,Gymnastics,0,0,0,5,0
MEX,Mexico,2008,Judo,0,0,0,2,0
MEX,Mexico,2008,Modern Pentathlon,0,0,0,2,0
MEX,Mexico,2008,Rowing,0,0,0,2,0
MEX,Mexico,2008,Sailing,0,0,0,3,0
MEX,Mexico,2008,Shooting,1,0,0,2,1
MEX,Mexico,2008,Swimming,0,0,0,11,0
MEX,Mexico,2008,Synchronized Swimming,0,0,0,1,0
MEX,Mexico,2008,Table Tennis,0,0,0,1,0
MEX,Mexico,2008,Taekwondo,2,0,0,1,2
MEX,Mexico,2008,Triathlon,0,0,0,2,0
MEX,Mexico,2008,Weightlifting,0,0,0,2,0
MEX,Mexico,2008,Wrestling,0,0,0,1,0
MEX,Mexico,2012,Archery,0,1,1,4,2
MEX,Mexico,2012,Athletics,0,0,0,11,0
MEX,Mexico,2012,Badminton,1,0,0,0,1
MEX,Mexico,2012,Boxing,0,0,0,2,0
MEX,Mexico,2012,Canoeing,0,0,0,2,0
MEX,Mexico,2012,Cycling,0,0,0,2,0
MEX,Mexico,2012,Diving,0,2,1,5,3
MEX,Mexico,2012,Equestrianism,0,0,0,2,0
MEX,Mexico,2012,Fencing,0,0,0,2,0
MEX,Mexico,2012,Football,0,0,0,1,0
MEX,Mexico,2012,Gymnastics,0,0,0,4,0
MEX,Mexico,2012,Judo,0,0,0,2,0
MEX,Mexico,2012,Modern Pentathlon,0,0,0,2,0
MEX,Mexico,2012,Rowing,0,0,0,2,0
MEX,Mexico,2012,Sailing,0,0,0,3,0
MEX,Mexico,2012,Shooting,0,0,0,4,0
MEX,Mexico,2012,Swimming,0,0,0,12,0
MEX,Mexico,2012,Synchronized Swimming,0,0,0,1,0
MEX,Mexico,2012,Table Tennis,0,0,0,1,0
MEX,Mexico,2012,Taekwondo,0,0,1,3,1
MEX,Mexico,2012,Triathlon,0,0,0,2,0
MEX,Mexico,2012,Weightlifting,0,0,0,2,0
MEX,Mexico,2012,Wrestling,0,0,0,2,0
MEX,Mexico,2016,Archery,0,0,0,3,0
MEX,Mexico,2016,Athletics,0,1,0,11,1
MEX,Mexico,2016,Badminton,0,0,0,1,0
MEX,Mexico,2016,Beach Volleyball,0,0,0,1,0
MEX,Mexico,2016,Boxing,0,0,1,4,1
MEX,Mexico,2016,Canoeing,0,0,0,1,0
MEX,Mexico,2016,Cycling,0,0,0,4,0
MEX,Mexico,2016,Diving,0,0,0,7,0
MEX,Mexico,2016,Equestrianism,0,0,0,1,0
MEX,Mexico,2016,Fencing,0,0,1,5,1
MEX,Mexico,2016,Football,0,0,0,1,0
MEX,Mexico,2016,Golf,0,0,0,2,0
MEX,Mexico,2016,Gymnastics,0,0,0,7,0
MEX,Mexico,2016,Judo,0,0,0,2,0
MEX,Mexico,2016,Modern Pentathlon,0,1,0,1,1
MEX,Mexico,2016,Rowing,0,0,0,2,0
MEX,Mexico,2016,Sailing,0,0,0,3,0
MEX,Mexico,2016,Shooting,0,0,0,2,0
MEX,Mexico,2016,Swimming,0,0,0,3,0
MEX,Mexico,2016,Synchronized Swimming,0,0,0,1,0
MEX,Mexico,2016,Table Tennis,0,0,0,2,0
MEX,Mexico,2016,Taekwondo,0,1,0,3,1
MEX,Mexico,2016,Tennis,0,0,0,1,0
MEX,Mexico,2016,Triathlon,0,0,0,2,0
MEX,Mexico,2016,Volleyball,0,0,0,1,0
MEX,Mexico,2016,Weightlifting,0,0,0,4,0
MEX,Mexico,2016,Wrestling,0,0,0,1,0
MDA,Moldova,1996,Archery,0,0,0,1,0
MDA,Moldova,1996,Athletics,0,0,0,6,0
MDA,Moldova,1996,Boxing,0,0,0,2,0
MDA,Moldova,1996,Canoeing,0,1,0,3,1
MDA,Moldova,1996,Cycling,0,0,0,2,0
MDA,Moldova,1996,Judo,0,0,0,2,0
MDA,Moldova,1996,Shooting,0,0,0,2,0
MDA,Moldova,1996,Swimming,0,0,0,11,0
MDA,Moldova,1996,Weightlifting,0,0,0,5,0
MDA,Moldova,1996,Wrestling,0,0,1,5,1
MDA,Moldova,2000,Athletics,0,0,0,10,0
MDA,Moldova,2000,Boxing,0,0,0,1,0
MDA,Moldova,2000,Judo,0,0,0,4,0
MDA,Moldova,2000,Shooting,0,0,0,1,0
MDA,Moldova,2000,Swimming,0,0,0,11,0
MDA,Moldova,2000,Weightlifting,0,0,0,3,0
MDA,Moldova,2000,Wrestling,0,0,0,4,0
MDA,Moldova,2004,Athletics,0,0,0,12,0
MDA,Moldova,2004,Boxing,0,0,0,2,0
MDA,Moldova,2004,Cycling,0,0,0,1,0
MDA,Moldova,2004,Judo,0,0,0,1,0
MDA,Moldova,2004,Shooting,0,0,0,1,0
MDA,Moldova,2004,Swimming,0,0,0,10,0
MDA,Moldova,2004,Weightlifting,0,0,0,2,0
MDA,Moldova,2004,Wrestling,0,0,0,2,0
MDA,Moldova,2008,Athletics,0,0,0,13,0
MDA,Moldova,2008,Boxing,0,0,0,2,0
MDA,Moldova,2008,Cycling,0,0,0,2,0
MDA,Moldova,2008,Judo,0,0,0,1,0
MDA,Moldova,2008,Shooting,0,0,0,1,0
MDA,Moldova,2008,Swimming,0,0,0,3,0
MDA,Moldova,2008,Weightlifting,0,0,0,4,0
MDA,Moldova,2008,Wrestling,0,0,1,1,1
MDA,Moldova,2012,Archery,0,0,0,1,0
MDA,Moldova,2012,Athletics,0,0,0,7,0
MDA,Moldova,2012,Boxing,0,0,0,1,0
MDA,Moldova,2012,Cycling,0,0,0,1,0
MDA,Moldova,2012,Judo,0,0,0,2,0
MDA,Moldova,2012,Shooting,0,0,0,1,0
MDA,Moldova,2012,Swimming,0,0,0,2,0
MDA,Moldova,2012,Weightlifting,0,0,1,1,1
MDA,Moldova,2012,Wrestling,0,0,0,2,0
MDA,Moldova,2016,Archery,0,0,0,1,0
MDA,Moldova,2016,Athletics,0,0,0,8,0
MDA,Moldova,2016,Canoeing,0,0,0,2,0
MDA,Moldova,2016,Judo,0,0,0,1,0
MDA,Moldova,2016,Swimming,0,0,0,2,0
MDA,Moldova,2016,Taekwondo,0,0,0,1,0
MDA,Moldova,2016,Tennis,0,0,0,1,0
MDA,Moldova,2016,Weightlifting,0,0,0,3,0
MON,Moldova,2016,Wrestling,0,0,0,3,0
MON,Monaco,1976,Sailing,0,0,0,1,0
MON,Monaco,1976,Shooting,0,0,0,2,0
MON,Monaco,1976,Swimming,0,0,0,3,0
MON,Monaco,1984,Archery,0,0,0,1,0
MON,Monaco,1984,Fencing,0,0,0,1,0
MON,Monaco,1984,Judo,0,0,0,1,0
MON,Monaco,1984,Shooting,0,0,0,3,0
MON,Monaco,1984,Swimming,0,0,0,1,0
MON,Monaco,1988,Archery,0,0,0,1,0
MON,Monaco,1988,Athletics,0,0,0,1,0
MON,Monaco,1988,Cycling,0,0,0,1,0
MON,Monaco,1988,Fencing,0,0,0,1,0
MON,Monaco,1988,Judo,0,0,0,2,0
MON,Monaco,1988,Sailing,0,0,0,2,0
MON,Monaco,1988,Shooting,0,0,0,1,0
MON,Monaco,1992,Shooting,0,0,0,1,0
MON,Monaco,1992,Swimming,0,0,0,3,0
MON,Monaco,1996,Judo,0,0,0,1,0
MON,Monaco,1996,Shooting,0,0,0,1,0
MON,Monaco,1996,Swimming,0,0,0,2,0
MON,Monaco,2000,Judo,0,0,0,1,0
MON,Monaco,2000,Shooting,0,0,0,1,0
MON,Monaco,2000,Swimming,0,0,0,1,0
MON,Monaco,2000,Taekwondo,0,0,0,1,0
MON,Monaco,2004,Athletics,0,0,0,1,0
MON,Monaco,2004,Shooting,0,0,0,1,0
MON,Monaco,2004,Swimming,0,0,0,1,0
MON,Monaco,2008,Athletics,0,0,0,1,0
MON,Monaco,2008,Judo,0,0,0,1,0
MON,Monaco,2008,Rowing,0,0,0,1,0
MON,Monaco,2008,Shooting,0,0,0,1,0
MON,Monaco,2008,Weightlifting,0,0,0,1,0
MON,Monaco,2012,Athletics,0,0,0,1,0
MON,Monaco,2012,Judo,0,0,0,1,0
MON,Monaco,2012,Rowing,0,0,0,1,0
MON,Monaco,2012,Sailing,0,0,0,1,0
MON,Monaco,2012,Swimming,0,0,0,1,0
MON,Monaco,2012,Triathlon,0,0,0,1,0
MON,Monaco,2016,Athletics,0,0,0,1,0
MON,Monaco,2016,Gymnastics,0,0,0,6,0
MON,Monaco,2016,Judo,0,1,0,0,1
MGL,Mongolia,1976,Archery,0,0,0,2,0
MGL,Mongolia,1976,Boxing,0,0,0,6,0
MGL,Mongolia,1976,Judo,0,0,0,5,0
MGL,Mongolia,1976,Shooting,0,0,0,2,0
MGL,Mongolia,1976,Wrestling,0,1,0,13,1
MGL,Mongolia,1980,Archery,0,1,0,1,1
MGL,Mongolia,1980,Boxing,0,0,0,7,0
MGL,Mongolia,1980,Cycling,0,0,0,2,0
MGL,Mongolia,1980,Gymnastics,0,0,0,5,0
MGL,Mongolia,1980,Judo,0,1,1,6,2
MGL,Mongolia,1980,Shooting,0,0,0,2,0
MGL,Mongolia,1980,Weightlifting,0,0,0,2,0
MGL,Mongolia,1980,Wrestling,0,1,0,12,1
