NOC,Team,Year,Sport,Golds,Silvers,Bronzes,None,Medals
AFG,Afghanistan,1980,Boxing,0,0,0,3,0
AFG,Afghanistan,1980,Wrestling,0,0,0,8,0
AFG,Afghanistan,1988,Wrestling,0,0,0,5,0
AFG,Afghanistan,1996,Athletics,0,0,0,2,0
AFG,Afghanistan,2004,Athletics,0,0,0,2,0
AFG,Afghanistan,2004,Boxing,0,0,0,1,0
AFG,Afghanistan,2004,Judo,0,0,0,1,0
AFG,Afghanistan,2004,Wrestling,0,0,0,1,0
AFG,Afghanistan,2008,Athletics,0,0,0,2,0
AFG,Afghanistan,2008,Taekwondo,0,0,1,1,1
AFG,Afghanistan,2012,Athletics,0,0,0,2,0
AFG,Afghanistan,2012,Boxing,0,0,0,1,0
AFG,Afghanistan,2012,Judo,0,0,0,1,0
AFG,Afghanistan,2012,Taekwondo,0,0,0,2,0
AFG,Afghanistan,2016,Athletics,0,0,0,2,0
AFG,Afghanistan,2016,Judo,0,0,0,1,0
ALB,Albania,1992,Athletics,0,0,0,1,0
ALB,Albania,1992,Shooting,0,0,0,2,0
ALB,Albania,1992,Swimming,0,0,0,3,0
ALB,Albania,1992,Weightlifting,0,0,0,2,0
ALB,Albania,1996,Athletics,0,0,0,2,0
ALB,Albania,1996,Cycling,0,0,0,1,0
ALB,Albania,1996,Shooting,0,0,0,2,0
ALB,Albania,1996,Weightlifting,0,0,0,1,0
ALB,Albania,1996,Wrestling,0,0,0,1,0
ALB,Albania,2000,Athletics,0,0,0,2,0
ALB,Albania,2000,Shooting,0,0,0,2,0
ALB,Albania,2000,Weightlifting,0,0,0,1,0
ALB,Albania,2004,Athletics,0,0,0,2,0
ALB,Albania,2004,Swimming,0,0,0,2,0
ALB,Albania,2004,Weightlifting,0,0,0,2,0
ALB,Albania,2004,Wrestling,0,0,0,1,0
ALB,Albania,2008,Athletics,0,0,0,2,0
ALB,Albania,2008,Judo,0,0,0,1,0
ALB,Albania,2008,Shooting,0,0,0,2,0
ALB,Albania,2008,Swimming,0,0,0,2,0
ALB,Albania,2008,Weightlifting,0,0,0,3,0
ALB,Albania,2008,Wrestling,0,0,0,2,0
ALB,Albania,2012,Athletics,0,0,0,1,0
ALB,Albania,2012,Judo,0,0,0,1,0
ALB,Albania,2012,Shooting,0,0,0,2,0
ALB,Albania,2012,Swimming,0,0,0,2,0
ALB,Albania,2012,Weightlifting,0,0,0,3,0
ALB,Albania,2016,Athletics,0,0,0,2,0
ALB,Albania,2016,Swimming,0,0,0,2,0
ALB,Albania,2016,Weightlifting,0,0,0,2,0
ALG,Algeria,1980,Athletics,0,0,0,7,0
ALG,Algeria,1980,Boxing,0,0,0,2,0
ALG,Algeria,1980,Fencing,0,0,0,1,0
ALG,Algeria,1980,Football,0,0,0,1,0
ALG,Algeria,1980,Handball,0,0,0,1,0
ALG,Algeria,1980,Judo,0,0,0,3,0
ALG,Algeria,1980,Swimming,0,0,0,7,0
ALG,Algeria,1980,Weightlifting,0,0,1,2,1
ALG,Algeria,1980,Wrestling,0,0,0,3,0
ALG,Algeria,1984,Athletics,0,0,0,7,0
ALG,Algeria,1984,Boxing,0,0,2,5,2
ALG,Algeria,1984,Handball,0,0,0,1,0
ALG,Algeria,1984,Weightlifting,0,0,0,2,0
ALG,Algeria,1988,Athletics,0,0,0,13,0
ALG,Algeria,1988,Boxing,0,0,0,6,0
ALG,Algeria,1988,Cycling,1,0,0,0,1
ALG,Algeria,1988,Handball,0,0,0,1,0
ALG,Algeria,1988,Judo,0,0,1,4,1
ALG,Algeria,1988,Tennis,0,0,0,1,0
ALG,Algeria,1988,Weightlifting,0,0,0,2,0
ALG,Algeria,1992,Athletics,1,0,0,8,1
ALG,Algeria,1992,Boxing,1,0,1,7,2
ALG,Algeria,1992,Judo,0,0,0,3,0
ALG,Algeria,1992,Swimming,0,0,1,1,1
ALG,Algeria,1992,Volleyball,0,0,0,1,0
ALG,Algeria,1992,Weightlifting,0,0,0,2,0
ALG,Algeria,1992,Wrestling,0,0,0,2,0
ALG,Algeria,1996,Athletics,0,0,0,6,0
ALG,Algeria,1996,Boxing,1,0,1,4,2
ALG,Algeria,1996,Fencing,0,0,0,2,0
ALG,Algeria,1996,Handball,0,0,0,1,0
ALG,Algeria,1996,Judo,0,0,0,6,0
ALG,Algeria,1996,Rowing,1,0,0,0,1
ALG,Algeria,1996,Swimming,0,0,0,3,0
ALG,Algeria,1996,Weightlifting,0,0,0,2,0
ALG,Algeria,1996,Wrestling,0,0,0,2,0
ALG,Algeria,2000,Athletics,1,1,2,13,4
ALG,Algeria,2000,Boxing,0,0,1,6,1
ALG,Algeria,2000,Fencing,0,0,0,2,0
ALG,Algeria,2000,Judo,0,0,0,7,0
ALG,Algeria,2000,Rowing,0,0,0,2,0
ALG,Algeria,2000,Swimming,0,0,0,4,0
ALG,Algeria,2000,Table Tennis,0,0,0,1,0
ALG,Algeria,2000,Trampolining,0,0,0,1,0
ALG,Algeria,2000,Weightlifting,0,0,0,1,0
ALG,Algeria,2000,Wrestling,0,0,0,2,0
ALG,Algeria,2004,Athletics,0,0,0,14,0
ALG,Algeria,2004,Boxing,0,0,0,7,0
ALG,Algeria,2004,Fencing,0,0,0,6,0
ALG,Algeria,2004,Judo,0,0,0,11,0
ALG,Algeria,2004,Rowing,0,0,0,1,0
ALG,Algeria,2004,Swimming,0,0,0,10,0
ALG,Algeria,2004,Table Tennis,0,0,0,4,0
ALG,Algeria,2004,Tennis,0,0,0,1,0
ALG,Algeria,2004,Weightlifting,0,0,0,2,0
ALG,Algeria,2004,Wrestling,0,0,0,1,0
ALG,Algeria,2008,Athletics,0,0,0,9,0
ALG,Algeria,2008,Badminton,0,0,0,1,0
ALG,Algeria,2008,Boxing,0,0,0,7,0
ALG,Algeria,2008,Cycling,0,0,0,1,0
ALG,Algeria,2008,Fencing,0,0,0,2,0
ALG,Algeria,2008,Judo,0,1,1,8,2
ALG,Algeria,2008,Rowing,0,0,0,2,0
ALG,Algeria,2008,Swimming,0,0,0,6,0
ALG,Algeria,2008,Table Tennis,0,0,0,1,0
ALG,Algeria,2008,Volleyball,0,0,0,1,0
ALG,Algeria,2008,Weightlifting,0,0,0,1,0
ALG,Algeria,2008,Wrestling,0,0,0,3,0
ALG,Algeria,2012,Athletics,0,0,0,7,0
ALG,Algeria,2012,Boxing,0,0,0,8,0
ALG,Algeria,2012,Cycling,0,0,0,1,0
ALG,Algeria,2012,Fencing,0,0,0,2,0
ALG,Algeria,2012,Judo,0,0,0,2,0
ALG,Algeria,2012,Rowing,0,0,0,1,0
ALG,Algeria,2012,Shooting,0,0,0,1,0
ALG,Algeria,2012,Swimming,0,0,0,1,0
ALG,Algeria,2012,Taekwondo,0,0,0,1,0
ALG,Algeria,2012,Volleyball,0,0,0,1,0
ALG,Algeria,2012,Weightlifting,0,0,0,1,0
ALG,Algeria,2012,Wrestling,0,0,0,3,0
ALG,Algeria,2016,Athletics,0,1,0,8,1
ALG,Algeria,2016,Boxing,0,0,0,8,0
ALG,Algeria,2016,Cycling,0,0,0,1,0
ALG,Algeria,2016,Fencing,0,0,0,2,0
ALG,Algeria,2016,Football,0,0,0,1,0
ALG,Algeria,2016,Gymnastics,0,0,0,10,0
ALG,Algeria,2016,Judo,0,0,0,5,0
ALG,Algeria,2016,Rowing,0,0,0,2,0
ALG,Algeria,2016,Sailing,0,0,0,3,0
ALG,Algeria,2016,Shooting,0,0,0,1,0
ALG,Algeria,2016,Swimming,0,0,0,2,0
ALG,Algeria,2016,Weightlifting,0,0,0,2,0
ALG,Algeria,2016,Wrestling,0,0,0,3,0
ASA,American Samoa,1988,Athletics,0,0,0,1,0
ASA,American Samoa,1988,Boxing,0,0,0,2,0
ASA,American Samoa,1988,Weightlifting,0,0,0,2,0
ASA,American Samoa,1988,Wrestling,0,0,0,1,0
ASA,American Samoa,1992,Boxing,0,0,0,2,0
ASA,American Samoa,1992,Weightlifting,0,0,0,1,0
ASA,American Samoa,1996,Athletics,0,0,0,2,0
ASA,American Samoa,1996,Boxing,0,0,0,1,0
ASA,American Samoa,1996,Sailing,0,0,0,1,0
ASA,American Samoa,1996,Weightlifting,0,0,0,1,0
ASA,American Samoa,1996,Wrestling,0,0,0,1,0
ASA,American Samoa,2000,Archery,0,0,0,1,0
ASA,American Samoa,2000,Athletics,0,0,0,2,0
ASA,American Samoa,2000,Weightlifting,0,0,0,1,0
ASA,American Samoa,2004,Athletics,0,0,0,2,0
ASA,American Samoa,2004,Weightlifting,0,0,0,1,0
ASA,American Samoa,2008,Athletics,0,0,0,1,0
ASA,American Samoa,2008,Judo,0,0,0,1,0
ASA,American Samoa,2008,Swimming,0,0,0,2,0
ASA,American Samoa,2012,Athletics,0,0,0,1,0
ASA,American Samoa,2012,Judo,0,0,0,1,0
ASA,American Samoa,2012,Swimming,0,0,0,2,0
ASA,American Samoa,2016,Athletics,0,0,0,2,0
ASA,American Samoa,2016,Judo,0,0,0,1,0
ASA,American Samoa,2016,Weightlifting,0,0,0,1,0
AND,Andorra,1976,Boxing,0,0,0,1,0
AND,Andorra,1976,Shooting,0,0,0,1,0
AND,Andorra,1980,Shooting,0,0,0,1,0
AND,Andorra,1984,Shooting,0,0,0,1,0
AND,Andorra,1988,Athletics,0,0,0,2,0
AND,Andorra,1988,Cycling,0,0,0,1,0
AND,Andorra,1992,Athletics,0,0,0,1,0
AND,Andorra,1992,Cycling,0,0,0,1,0
AND,Andorra,1992,Judo,0,0,0,1,0
AND,Andorra,1992,Sailing,0,0,0,1,0
AND,Andorra,1992,Shooting,0,0,0,1,0
AND,Andorra,1996,Athletics,0,0,0,1,0
AND,Andorra,1996,Judo,0,0,0,1,0
AND,Andorra,1996,Sailing,0,0,0,2,0
AND,Andorra,1996,Shooting,0,0,0,1,0
AND,Andorra,1996,Swimming,0,0,0,2,0
AND,Andorra,2000,Athletics,0,0,0,2,0
AND,Andorra,2000,Shooting,0,0,0,1,0
AND,Andorra,2000,Swimming,0,0,0,2,0
AND,Andorra,2004,Athletics,0,0,0,2,0
AND,Andorra,2004,Judo,0,0,0,1,0
AND,Andorra,2004,Shooting,0,0,0,1,0
AND,Andorra,2004,Swimming,0,0,0,2,0
AND,Andorra,2008,Athletics,0,0,0,2,0
AND,Andorra,2008,Canoeing,0,0,0,1,0
AND,Andorra,2008,Judo,0,0,0,1,0
AND,Andorra,2008,Swimming,0,0,0,1,0
AND,Andorra,2012,Athletics,0,0,0,2,0
AND,Andorra,2012,Judo,0,0,0,1,0
AND,Andorra,2012,Shooting,0,0,0,1,0
AND,Andorra,2012,Swimming,0,0,0,2,0
AND,Andorra,2016,Athletics,0,0,0,1,0
AND,Andorra,2016,Judo,0,0,0,1,0
AND,Andorra,2016,Shooting,0,0,0,1,0
AND,Andorra,2016,Swimming,0,0,0,1,0
ANG,Angola,1980,Athletics,0,0,0,3,0
ANG,Angola,1980,Boxing,0,0,0,3,0
ANG,Angola,1980,Swimming,0,0,0,8,0
ANG,Angola,1988,Athletics,0,0,0,8,0
ANG,Angola,1988,Boxing,0,0,0,3,0
ANG,Angola,1988,Judo,0,0,0,7,0
ANG,Angola,1988,Swimming,0,0,0,9,0
ANG,Angola,1992,Athletics,0,0,0,7,0
ANG,Angola,1992,Basketball,0,0,0,1,0
ANG,Angola,1992,Boxing,0,0,0,1,0
ANG,Angola,1992,Judo,0,0,0,4,0
ANG,Angola,1992,Sailing,0,0,0,2,0
ANG,Angola,1992,Swimming,0,0,0,6,0
ANG,Angola,1996,Athletics,0,0,0,3,0
ANG,Angola,1996,Basketball,0,0,0,1,0
ANG,Angola,1996,Handball,0,0,0,1,0
ANG,Angola,1996,Shooting,0,0,0,1,0
ANG,Angola,1996,Swimming,0,0,0,2,0
ANG,Angola,2000,Athletics,0,0,0,2,0
ANG,Angola,2000,Basketball,0,0,0,1,0
ANG,Angola,2000,Handball,0,0,0,1,0
ANG,Angola,2000,Shooting,0,0,0,1,0
ANG,Angola,2000,Swimming,0,0,0,2,0
ANG,Angola,2004,Athletics,0,0,0,1,0
ANG,Angola,2004,Basketball,0,0,0,1,0
ANG,Angola,2004,Handball,0,0,0,1,0
ANG,Angola,2004,Judo,0,0,0,1,0
ANG,Angola,2004,Swimming,0,0,0,1,0
ANG,Angola,2008,Athletics,0,0,0,1,0
ANG,Angola,2008,Basketball,0,0,0,1,0
ANG,Angola,2008,Beach Volleyball,0,0,0,1,0
ANG,Angola,2008,Canoeing,0,0,0,2,0
ANG,Angola,2008,Handball,0,0,0,1,0
ANG,Angola,2008,Swimming,0,0,0,2,0
ANG,Angola,2012,Athletics,0,0,0,2,0
ANG,Angola,2012,Basketball,0,0,0,1,0
ANG,Angola,2012,Canoeing,0,0,0,3,0
ANG,Angola,2012,Handball,0,0,0,1,0
ANG,Angola,2012,Judo,0,0,0,1,0
ANG,Angola,2012,Swimming,0,0,0,2,0
ANG,Angola,2016,Athletics,0,0,0,2,0
ANG,Angola,2016,Handball,0,0,0,1,0
ANG,Angola,2016,Judo,0,0,0,1,0
ANG,Angola,2016,Rowing,0,0,0,1,0
ANG,Angola,2016,Sailing,0,0,0,2,0
ANG,Angola,2016,Shooting,0,0,0,1,0
ANG,Angola,2016,Swimming,0,0,0,2,0
ANT,Antigua and Barbuda,1976,Athletics,0,0,0,8,0
ANT,Antigua and Barbuda,1976,Cycling,0,0,0,3,0
ANT,Antigua and Barbuda,1984,Athletics,0,0,0,13,0
ANT,Antigua and Barbuda,1984,Cycling,0,0,0,3,0
ANT,Antigua and Barbuda,1984,Sailing,0,0,0,1,0
ANT,Antigua and Barbuda,1988,Athletics,0,0,0,13,0
ANT,Antigua and Barbuda,1988,Boxing,0,0,0,2,0
ANT,Antigua and Barbuda,1988,Cycling,0,0,0,3,0
ANT,Antigua and Barbuda,1988,Sailing,0,0,0,1,0
ANT,Antigua and Barbuda,1992,Athletics,0,0,0,7,0
ANT,Antigua and Barbuda,1992,Cycling,0,0,0,4,0
ANT,Antigua and Barbuda,1992,Sailing,0,0,0,4,0
ANT,Antigua and Barbuda,1996,Athletics,0,0,0,5,0
ANT,Antigua and Barbuda,1996,Canoeing,0,0,0,2,0
ANT,Antigua and Barbuda,1996,Cycling,0,0,0,1,0
ANT,Antigua and Barbuda,1996,Sailing,0,0,0,1,0
ANT,Antigua and Barbuda,2000,Athletics,0,0,0,3,0
ANT,Antigua and Barbuda,2000,Sailing,0,0,0,1,0
ANT,Antigua and Barbuda,2004,Athletics,0,0,0,3,0
ANT,Antigua and Barbuda,2004,Swimming,0,0,0,2,0
ANT,Antigua and Barbuda,2008,Athletics,0,0,0,4,0
ANT,Antigua and Barbuda,2008,Swimming,0,0,0,1,0
ANT,Antigua and Barbuda,2012,Athletics,0,0,0,3,0
ANT,Antigua and Barbuda,2012,Swimming,0,0,0,1,0
ANT,Antigua and Barbuda,2016,Athletics,0,0,0,3,0
ANT,Antigua and Barbuda,2016,Swimming,0,0,0,2,0
ARG,Argentina,1976,Athletics,0,0,0,2,0
ARG,Argentina,1976,Boxing,0,0,0,3,0
ARG,Argentina,1976,Cycling,0,0,0,2,0
ARG,Argentina,1976,Equestrianism,0,0,0,5,0
ARG,Argentina,1976,Fencing,0,0,0,5,0
ARG,Argentina,1976,Hockey,0,0,0,1,0
ARG,Argentina,1976,Judo,0,0,0,3,0
ARG,Argentina,1976,Rowing,0,0,0,3,0
ARG,Argentina,1976,Sailing,0,0,0,2,0
ARG,Argentina,1976,Shooting,0,0,0,5,0
ARG,Argentina,1976,Swimming,0,0,0,13,0
ARG,Argentina,1976,Wrestling,0,0,0,6,0
ARG,Argentina,1984,Athletics,0,0,0,9,0
ARG,Argentina,1984,Boxing,0,0,0,6,0
ARG,Argentina,1984,Canoeing,0,0,0,2,0
ARG,Argentina,1984,Cycling,0,0,0,6,0
ARG,Argentina,1984,Diving,0,0,0,2,0
ARG,Argentina,1984,Equestrianism,0,0,0,2,0
ARG,Argentina,1984,Fencing,0,0,0,7,0
ARG,Argentina,1984,Judo,0,0,0,4,0
ARG,Argentina,1984,Rowing,0,0,0,3,0
ARG,Argentina,1984,Sailing,0,0,0,4,0
ARG,Argentina,1984,Shooting,0,0,0,6,0
ARG,Argentina,1984,Swimming,0,0,0,12,0
ARG,Argentina,1984,Volleyball,0,0,0,1,0
ARG,Argentina,1984,Wrestling,0,0,0,6,0
ARG,Argentina,1988,Archery,0,0,0,1,0
ARG,Argentina,1988,Athletics,0,0,0,2,0
ARG,Argentina,1988,Boxing,0,0,0,4,0
ARG,Argentina,1988,Canoeing,0,0,0,5,0
ARG,Argentina,1988,Cycling,0,0,0,5,0
ARG,Argentina,1988,Diving,0,0,0,2,0
ARG,Argentina,1988,Fencing,0,0,0,2,0
ARG,Argentina,1988,Football,0,0,0,1,0
ARG,Argentina,1988,Hockey,0,0,0,2,0
ARG,Argentina,1988,Judo,0,0,0,3,0
ARG,Argentina,1988,Rowing,0,0,0,2,0
ARG,Argentina,1988,Sailing,0,1,0,6,1
ARG,Argentina,1988,Shooting,0,0,0,4,0
ARG,Argentina,1988,Swimming,0,0,0,4,0
ARG,Argentina,1988,Table Tennis,0,0,0,1,0
ARG,Argentina,1988,Tennis,0,1,0,4,1
ARG,Argentina,1988,Volleyball,0,0,0,1,0
ARG,Argentina,1988,Wrestling,0,0,0,4,0
ARG,Argentina,1992,Athletics,0,0,0,4,0
ARG,Argentina,1992,Boxing,0,0,0,3,0
ARG,Argentina,1992,Canoeing,0,0,0,3,0
ARG,Argentina,1992,Cycling,0,0,0,5,0
ARG,Argentina,1992,Diving,0,0,0,2,0
ARG,Argentina,1992,Fencing,0,0,0,3,0
ARG,Argentina,1992,Gymnastics,0,0,0,12,0
ARG,Argentina,1992,Hockey,0,0,0,1,0
ARG,Argentina,1992,Judo,0,0,0,9,0
ARG,Argentina,1992,Rowing,0,0,0,3,0
ARG,Argentina,1992,Sailing,0,0,0,5,0
ARG,Argentina,1992,Shooting,0,0,0,4,0
ARG,Argentina,1992,Swimming,0,0,0,6,0
ARG,Argentina,1992,Table Tennis,0,0,0,2,0
ARG,Argentina,1992,Tennis,0,0,0,4,0
ARG,Argentina,1992,Weightlifting,0,0,0,1,0
ARG,Argentina,1992,Wrestling,0,0,0,1,0
ARG,Argentina,1996,Athletics,0,0,0,9,0
ARG,Argentina,1996,Basketball,0,0,0,1,0
ARG,Argentina,1996,Beach Volleyball,0,0,0,1,0
ARG,Argentina,1996,Boxing,0,0,0,5,0
ARG,Argentina,1996,Canoeing,0,0,0,4,0
ARG,Argentina,1996,Cycling,0,0,0,7,0
ARG,Argentina,1996,Equestrianism,0,0,0,3,0
ARG,Argentina,1996,Fencing,0,0,0,3,0
ARG,Argentina,1996,Football,0,0,0,1,0
ARG,Argentina,1996,Gymnastics,0,0,0,12,0
ARG,Argentina,1996,Hockey,0,0,0,2,0
ARG,Argentina,1996,Judo,0,1,0,7,1
ARG,Argentina,1996,Rowing,0,0,0,9,0
ARG,Argentina,1996,Sailing,0,1,0,6,1
ARG,Argentina,1996,Shooting,0,0,0,6,0
ARG,Argentina,1996,Swimming,0,0,0,16,0
ARG,Argentina,1996,Tennis,0,0,0,4,0
ARG,Argentina,1996,Volleyball,0,0,0,1,0
ARG,Argentina,1996,Weightlifting,0,0,0,2,0
ARG,Argentina,1996,Wrestling,0,0,0,1,0
ARG,Argentina,2000,Athletics,0,0,0,11,0
ARG,Argentina,2000,Beach Volleyball,0,0,0,1,0
ARG,Argentina,2000,Boxing,0,0,0,7,0
ARG,Argentina,2000,Canoeing,0,0,0,3,0
ARG,Argentina,2000,Cycling,0,0,0,6,0
ARG,Argentina,2000,Diving,0,0,0,1,0
ARG,Argentina,2000,Equestrianism,0,0,0,1,0
ARG,Argentina,2000,Fencing,0,0,0,3,0
ARG,Argentina,2000,Gymnastics,0,0,0,5,0
ARG,Argentina,2000,Hockey,0,1,0,1,1
ARG,Argentina,2000,Judo,0,0,0,9,0
ARG,Argentina,2000,Rowing,0,0,0,5,0
ARG,Argentina,2000,Sailing,0,1,1,5,2
ARG,Argentina,2000,Shooting,0,0,0,7,0
ARG,Argentina,2000,Swimming,0,0,0,18,0
ARG,Argentina,2000,Table Tennis,0,0,0,2,0
ARG,Argentina,2000,Taekwondo,1,0,0,1,1
ARG,Argentina,2000,Tennis,0,0,0,4,0
ARG,Argentina,2000,Triathlon,0,0,0,1,0
ARG,Argentina,2000,Volleyball,0,0,0,1,0
ARG,Argentina,2000,Weightlifting,0,0,0,2,0
ARG,Argentina,2004,Athletics,0,0,0,8,0
ARG,Argentina,2004,Basketball,0,0,0,1,0
ARG,Argentina,2004,Beach Volleyball,0,0,0,1,0
ARG,Argentina,2004,Boxing,0,0,1,0,1
ARG,Argentina,2004,Canoeing,0,0,0,3,0
ARG,Argentina,2004,Cycling,0,0,0,4,0
ARG,Argentina,2004,Equestrianism,0,0,0,2,0
ARG,Argentina,2004,Fencing,0,0,0,1,0
ARG,Argentina,2004,Football,0,0,0,1,0
ARG,Argentina,2004,Gymnastics,0,0,0,5,0
ARG,Argentina,2004,Hockey,0,0,2,0,2
ARG,Argentina,2004,Judo,0,0,0,9,0
ARG,Argentina,2004,Rowing,0,0,0,4,0
ARG,Argentina,2004,Sailing,0,0,1,7,1
ARG,Argentina,2004,Shooting,0,0,0,5,0
ARG,Argentina,2004,Swimming,0,0,1,17,1
ARG,Argentina,2004,Table Tennis,0,0,0,2,0
ARG,Argentina,2004,Taekwondo,0,0,0,2,0
ARG,Argentina,2004,Tennis,0,0,1,3,1
ARG,Argentina,2004,Triathlon,0,0,0,2,0
ARG,Argentina,2004,Volleyball,0,0,0,1,0
ARG,Argentina,2004,Weightlifting,0,0,0,2,0
ARG,Argentina,2008,Athletics,0,0,0,11,0
ARG,Argentina,2008,Basketball,0,0,0,1,0
ARG,Argentina,2008,Beach Volleyball,0,0,0,1,0
ARG,Argentina,2008,Boxing,0,0,0,1,0
ARG,Argentina,2008,Canoeing,0,0,0,3,0
ARG,Argentina,2008,Cycling,1,0,1,5,2
ARG,Argentina,2008,Equestrianism,0,0,0,1,0
ARG,Argentina,2008,Fencing,0,0,1,0,1
ARG,Argentina,2008,Football,0,0,0,2,0
ARG,Argentina,2008,Hockey,0,0,0,1,0
ARG,Argentina,2008,Judo,0,0,1,8,1
ARG,Argentina,2008,Rowing,0,0,0,2,0
ARG,Argentina,2008,Sailing,0,0,1,6,1
ARG,Argentina,2008,Shooting,0,0,0,1,0
ARG,Argentina,2008,Swimming,0,0,0,16,0
ARG,Argentina,2008,Table Tennis,0,0,0,1,0
ARG,Argentina,2008,Taekwondo,0,0,0,1,0
ARG,Argentina,2008,Tennis,0,0,0,4,0
ARG,Argentina,2008,Weightlifting,0,0,0,1,0
ARG,Argentina,2012,Athletics,0,0,0,10,0
ARG,Argentina,2012,Basketball,0,0,0,1,0
ARG,Argentina,2012,Beach Volleyball,0,0,0,1,0
ARG,Argentina,2012,Boxing,0,1,0,1,1
ARG,Argentina,2012,Canoeing,0,0,0,2,0
ARG,Argentina,2012,Cycling,0,0,0,4,0
ARG,Argentina,2012,Equestrianism,0,0,0,1,0
ARG,Argentina,2012,Fencing,0,0,0,1,0
ARG,Argentina,2012,Gymnastics,0,0,0,6,0
ARG,Argentina,2012,Handball,0,0,0,1,0
ARG,Argentina,2012,Hockey,0,1,0,1,1
ARG,Argentina,2012,Judo,0,0,0,4,0
ARG,Argentina,2012,Rowing,0,0,0,6,0
ARG,Argentina,2012,Sailing,0,0,1,5,1
ARG,Argentina,2012,Shooting,0,0,0,1,0
ARG,Argentina,2012,Swimming,0,0,0,7,0
ARG,Argentina,2012,Synchronized Swimming,0,0,0,1,0
ARG,Argentina,2012,Table Tennis,0,0,0,1,0
ARG,Argentina,2012,Taekwondo,0,0,0,2,0
ARG,Argentina,2012,Tennis,0,0,1,4,1
ARG,Argentina,2012,Triathlon,0,0,0,1,0
ARG,Argentina,2012,Volleyball,0,0,0,1,0
ARG,Argentina,2012,Wrestling,0,0,0,1,0
ARG,Argentina,2016,Athletics,0,0,0,9,0
ARG,Argentina,2016,Basketball,0,0,0,1,0
ARG,Argentina,2016,Beach Volleyball,0,0,0,1,0
ARG,Argentina,2016,Boxing,0,0,0,6,0
ARG,Argentina,2016,Canoeing,0,0,0,5,0
ARG,Argentina,2016,Cycling,0,0,0,5,0
ARG,Argentina,2016,Equestrianism,0,0,0,2,0
ARG,Argentina,2016,Fencing,0,0,0,1,0
ARG,Argentina,2016,Football,0,0,0,1,0
ARG,Argentina,2016,Golf,0,0,0,1,0
ARG,Argentina,2016,Gymnastics,0,0,0,5,0
ARG,Argentina,2016,Handball,0,0,0,2,0
ARG,Argentina,2016,Hockey,0,0,0,2,0
ARG,Argentina,2016,Judo,1,0,0,1,1
ARG,Argentina,2016,Modern Pentathlon,0,0,0,2,0
ARG,Argentina,2016,Rowing,0,0,0,2,0
ARG,Argentina,2016,Rugby Sevens,0,0,0,1,0
ARG,Argentina,2016,Sailing,1,0,0,8,1
ARG,Argentina,2016,Shooting,0,0,0,5,0
ARG,Argentina,2016,Swimming,0,0,0,10,0
ARG,Argentina,2016,Synchronized Swimming,0,0,0,1,0
ARG,Argentina,2016,Tennis,0,1,0,2,1
ARG,Argentina,2016,Triathlon,0,0,0,1,0
ARG,Argentina,2016,Volleyball,0,0,0,2,0
ARG,Argentina,2016,Weightlifting,0,0,0,1,0
ARG,Argentina,2016,Wrestling,0,0,0,1,0
ARM,Armenia,1996,Athletics,0,0,0,2,0
ARM,Armenia,1996,Boxing,0,0,0,4,0
ARM,Armenia,1996,Cycling,0,0,0,1,0
ARM,Armenia,1996,Diving,0,0,0,2,0
ARM,Armenia,1996,Gymnastics,0,0,0,7,0
ARM,Armenia,1996,Judo,0,0,0,1,0
ARM,Armenia,1996,Shooting,0,0,0,1,0
ARM,Armenia,1996,Swimming,0,0,0,1,0
ARM,Armenia,1996,Tennis,0,0,0,1,0
ARM,Armenia,1996,Weightlifting,0,0,0,8,0
ARM,Armenia,1996,Wrestling,1,1,0,6,2
ARM,Armenia,2000,Athletics,0,0,0,3,0
ARM,Armenia,2000,Boxing,0,0,0,3,0
ARM,Armenia,2000,Canoeing,0,0,0,2,0
ARM,Armenia,2000,Diving,0,0,0,1,0
ARM,Armenia,2000,Judo,0,0,0,1,0
ARM,Armenia,2000,Shooting,0,0,0,1,0
ARM,Armenia,2000,Swimming,0,0,0,2,0
ARM,Armenia,2000,Tennis,0,0,0,1,0
ARM,Armenia,2000,Weightlifting,0,0,1,3,1
ARM,Armenia,2000,Wrestling,0,0,0,8,0
ARM,Armenia,2004,Athletics,0,0,0,2,0
ARM,Armenia,2004,Boxing,0,0,0,1,0
ARM,Armenia,2004,Judo,0,0,0,1,0
ARM,Armenia,2004,Shooting,0,0,1,1,1
ARM,Armenia,2004,Swimming,0,0,0,1,0
ARM,Armenia,2004,Tennis,0,0,0,1,0
ARM,Armenia,2004,Weightlifting,0,0,0,4,0
ARM,Armenia,2004,Wrestling,0,0,1,7,1
ARM,Armenia,2008,Athletics,0,0,0,2,0
ARM,Armenia,2008,Boxing,0,0,1,3,1
ARM,Armenia,2008,Judo,0,0,0,2,0
ARM,Armenia,2008,Shooting,0,0,0,2,0
ARM,Armenia,2008,Swimming,0,0,0,1,0
ARM,Armenia,2008,Weightlifting,0,0,2,3,2
ARM,Armenia,2008,Wrestling,0,0,1,8,1
ARM,Armenia,2012,Athletics,0,0,0,3,0
ARM,Armenia,2012,Boxing,0,0,0,1,0
ARM,Armenia,2012,Gymnastics,0,0,1,6,1
ARM,Armenia,2012,Judo,0,0,0,2,0
ARM,Armenia,2012,Shooting,0,0,0,2,0
ARM,Armenia,2012,Swimming,0,0,0,2,0
ARM,Armenia,2012,Taekwondo,0,0,0,1,0
