,Year,Summer,Games,Host,NOC,Team,Names,Females,Sports,Events,Medals,Golds,Silvers,Bronzes,Athletes per Event
4173,2000,1,2000 Summer,0,MAS,Malaysia,36,8,9,31,0,0,0,0,1.161
4174,2000,1,2000 Summer,0,MAS,Malaysia-1,2,0,1,1,0,0,0,0,2.0
4175,2000,1,2000 Summer,0,MAS,Malaysia-2,2,0,1,1,0,0,0,0,2.0
4176,2000,1,2000 Summer,0,MAW,Malawi,2,1,1,2,0,0,0,0,1.0
4177,2000,1,2000 Summer,0,MDA,Moldova,34,5,7,34,2,0,1,1,1.0
4178,2000,1,2000 Summer,0,MDV,Maldives,4,2,2,4,0,0,0,0,1.0
4179,2000,1,2000 Summer,0,MEX,Mexico,78,26,19,67,6,1,2,3,1.164
4180,2000,1,2000 Summer,0,MGL,Mongolia,20,8,6,21,0,0,0,0,0.952
4181,2000,1,2000 Summer,0,MKD,Macedonia,10,4,5,15,1,0,0,1,0.667
4182,2000,1,2000 Summer,0,MLI,Mali,5,2,3,5,0,0,0,0,1.0
4183,2000,1,2000 Summer,0,MLT,Malta,7,3,5,7,0,0,0,0,1.0
4184,2000,1,2000 Summer,0,MON,Monaco,4,1,4,4,0,0,0,0,1.0
4185,2000,1,2000 Summer,0,MOZ,Mozambique,4,2,2,4,1,1,0,0,1.0
4186,2000,1,2000 Summer,0,MRI,Mauritius,20,4,8,20,0,0,0,0,1.0
4187,2000,1,2000 Summer,0,MTN,Mauritania,2,1,1,2,0,0,0,0,1.0
4188,2000,1,2000 Summer,0,MYA,Myanmar,7,6,4,7,0,0,0,0,1.0
4189,2000,1,2000 Summer,0,NAM,Namibia,11,2,6,16,0,0,0,0,0.688
4190,2000,1,2000 Summer,0,NCA,Nicaragua,6,2,5,6,0,0,0,0,1.0
4191,2000,1,2000 Summer,0,NED,Netherlands,231,84,21,95,25,12,9,4,2.432
4192,2000,1,2000 Summer,0,NEP,Nepal,5,3,3,5,0,0,0,0,1.0
4193,2000,1,2000 Summer,0,NGR,Nigeria,81,37,8,36,3,1,2,0,2.25
4194,2000,1,2000 Summer,0,NGR,Nigeria-1,2,2,1,1,0,0,0,0,2.0
4195,2000,1,2000 Summer,0,NGR,Nigeria-2,2,2,1,1,0,0,0,0,2.0
4196,2000,1,2000 Summer,0,NIG,Niger,4,2,2,4,0,0,0,0,1.0
4197,2000,1,2000 Summer,0,NOR,Norway,89,49,14,53,10,4,3,3,1.679
4198,2000,1,2000 Summer,0,NOR,Norway-1,2,0,1,1,0,0,0,0,2.0
4199,2000,1,2000 Summer,0,NOR,Norway-2,2,0,1,1,0,0,0,0,2.0
4200,2000,1,2000 Summer,0,NRU,Nauru,2,1,1,2,0,0,0,0,1.0
4201,2000,1,2000 Summer,0,NZL,New Zealand,147,70,18,95,4,1,0,3,1.547
4202,2000,1,2000 Summer,0,OMA,Oman,6,0,3,5,0,0,0,0,1.2
4203,2000,1,2000 Summer,0,PAK,Pakistan,27,1,6,11,0,0,0,0,2.455
4204,2000,1,2000 Summer,0,PAN,Panama,6,2,5,7,0,0,0,0,0.857
4205,2000,1,2000 Summer,0,PAR,Paraguay,5,3,3,5,0,0,0,0,1.0
4206,2000,1,2000 Summer,0,PER,Peru,21,13,7,12,0,0,0,0,1.75
4207,2000,1,2000 Summer,0,PHI,Philippines,20,9,9,22,0,0,0,0,0.909
4208,2000,1,2000 Summer,0,PLE,Palestine,2,1,2,2,0,0,0,0,1.0
4209,2000,1,2000 Summer,0,PLW,Palau,5,3,3,5,0,0,0,0,1.0
4210,2000,1,2000 Summer,0,PNG,Papua New Guinea,5,3,3,5,0,0,0,0,1.0
4211,2000,1,2000 Summer,0,POL,Poland,183,58,20,132,13,6,4,3,1.386
4212,2000,1,2000 Summer,0,POL,Poland-1,2,0,1,1,1,0,1,0,2.0
4213,2000,1,2000 Summer,0,POL,Poland-2,2,0,1,1,0,0,0,0,2.0
4214,2000,1,2000 Summer,0,POR,Portugal,61,13,13,50,2,0,0,2,1.22
4215,2000,1,2000 Summer,0,PRK,North Korea,31,17,10,34,4,0,1,3,0.912
4216,2000,1,2000 Summer,0,PUR,Puerto Rico,29,6,10,31,0,0,0,0,0.935
4217,2000,1,2000 Summer,0,QAT,Qatar,17,0,5,14,1,0,0,1,1.214
4218,2000,1,2000 Summer,0,ROU,Romania,145,74,16,116,26,11,6,9,1.25
4219,2000,1,2000 Summer,0,RSA,South Africa,127,38,17,68,5,0,2,3,1.868
4220,2000,1,2000 Summer,0,RUS,Russia,435,194,30,238,89,32,28,29,1.828
4221,2000,1,2000 Summer,0,RWA,Rwanda,5,2,2,5,0,0,0,0,1.0
4222,2000,1,2000 Summer,0,SAM,Samoa,5,1,5,5,0,0,0,0,1.0
4223,2000,1,2000 Summer,0,SCG,Serbia and Montenegro,109,17,14,50,3,1,1,1,2.18
4224,2000,1,2000 Summer,0,SEN,Senegal,26,19,6,15,0,0,0,0,1.733
4225,2000,1,2000 Summer,0,SEY,Seychelles,9,3,5,9,0,0,0,0,1.0
4226,2000,1,2000 Summer,0,SGP,Singapore,14,6,4,20,0,0,0,0,0.7
4227,2000,1,2000 Summer,0,SKN,Saint Kitts and Nevis,2,1,1,4,0,0,0,0,0.5
4228,2000,1,2000 Summer,0,SLE,Sierra Leone,3,1,2,3,0,0,0,0,1.0
4229,2000,1,2000 Summer,0,SLO,Slovenia,74,19,13,53,2,2,0,0,1.396
4230,2000,1,2000 Summer,0,SMR,San Marino,4,1,3,4,0,0,0,0,1.0
4231,2000,1,2000 Summer,0,SOL,Solomon Islands,2,1,1,2,0,0,0,0,1.0
4232,2000,1,2000 Summer,0,SOM,Somalia,2,1,1,2,0,0,0,0,1.0
4233,2000,1,2000 Summer,0,SRI,Sri Lanka,18,9,4,16,1,0,1,0,1.125
4234,2000,1,2000 Summer,0,STP,Sao Tome and Principe,2,1,1,2,0,0,0,0,1.0
4235,2000,1,2000 Summer,0,SUD,Sudan,3,1,2,3,0,0,0,0,1.0
4236,2000,1,2000 Summer,0,SUI,Switzerland,102,38,19,82,9,1,6,2,1.244
4237,2000,1,2000 Summer,0,SUR,Suriname,4,2,2,5,0,0,0,0,0.8
4238,2000,1,2000 Summer,0,SVK,Slovakia,108,27,16,63,5,1,3,1,1.714
4239,2000,1,2000 Summer,0,SWE,Sweden,149,52,22,91,12,4,5,3,1.637
4240,2000,1,2000 Summer,0,SWE,Sweden-1,2,0,1,1,0,0,0,0,2.0
4241,2000,1,2000 Summer,0,SWE,Sweden-2,2,0,1,1,0,0,0,0,2.0
4242,2000,1,2000 Summer,0,SWZ,Swaziland,6,2,4,6,0,0,0,0,1.0
4243,2000,1,2000 Summer,0,SYR,Syria,8,2,4,7,0,0,0,0,1.143
4244,2000,1,2000 Summer,0,TAN,Tanzania,4,1,1,2,0,0,0,0,2.0
4245,2000,1,2000 Summer,0,TGA,Tonga,3,1,2,3,0,0,0,0,1.0
4246,2000,1,2000 Summer,0,THA,Thailand,52,18,11,51,3,1,0,2,1.02
4247,2000,1,2000 Summer,0,TJK,Tajikistan,4,2,2,4,0,0,0,0,1.0
4248,2000,1,2000 Summer,0,TKM,Turkmenistan,8,4,6,8,0,0,0,0,1.0
4249,2000,1,2000 Summer,0,TOG,Togo,3,1,2,3,0,0,0,0,1.0
4250,2000,1,2000 Summer,0,TPE,Chinese Taipei,53,32,14,58,5,0,1,4,0.914
4251,2000,1,2000 Summer,0,TPE,Chinese Taipei-1,2,2,1,1,0,0,0,0,2.0
4252,2000,1,2000 Summer,0,TPE,Chinese Taipei-2,2,2,1,1,0,0,0,0,2.0
4253,2000,1,2000 Summer,0,TTO,Trinidad and Tobago,19,5,3,18,2,0,1,1,1.056
4254,2000,1,2000 Summer,0,TUN,Tunisia,47,7,10,34,0,0,0,0,1.382
4255,2000,1,2000 Summer,0,TUR,Turkey,57,15,10,58,5,3,0,2,0.983
4256,2000,1,2000 Summer,0,UAE,United Arab Emirates,4,0,3,5,0,0,0,0,0.8
4257,2000,1,2000 Summer,0,UGA,Uganda,13,4,5,13,0,0,0,0,1.0
4258,2000,1,2000 Summer,0,UKR,Ukraine,230,91,23,185,23,3,10,10,1.243
4259,2000,1,2000 Summer,0,URU,Uruguay,15,3,7,16,1,0,1,0,0.938
4260,2000,1,2000 Summer,0,USA,United States,575,248,30,261,90,35,24,31,2.203
4261,2000,1,2000 Summer,0,USA,United States-1,8,4,2,4,1,1,0,0,2.0
4262,2000,1,2000 Summer,0,USA,United States-2,8,4,2,4,0,0,0,0,2.0
4263,2000,1,2000 Summer,0,UZB,Uzbekistan,70,18,12,69,4,1,1,2,1.014
4264,2000,1,2000 Summer,0,VAN,Vanuatu,3,1,2,3,0,0,0,0,1.0
4265,2000,1,2000 Summer,0,VEN,Venezuela,50,14,17,49,0,0,0,0,1.02
4266,2000,1,2000 Summer,0,VIE,Vietnam,7,4,4,7,1,0,1,0,1.0
4267,2000,1,2000 Summer,0,VIN,Saint Vincent and the Grenadines,4,2,2,4,0,0,0,0,1.0
4268,2000,1,2000 Summer,0,YEM,Yemen,2,1,1,2,0,0,0,0,1.0
4269,2000,1,2000 Summer,0,ZAM,Zambia,8,2,3,8,0,0,0,0,1.0
4270,2000,1,2000 Summer,0,ZIM,Zimbabwe,16,5,5,19,0,0,0,0,0.842
4271,2002,0,2002 Winter,0,AND,Andorra,3,1,1,4,0,0,0,0,0.75
4272,2002,0,2002 Winter,0,ARG,Argentina,11,3,5,17,0,0,0,0,0.647
4273,2002,0,2002 Winter,0,ARM,Armenia,9,4,4,15,0,0,0,0,0.6
4274,2002,0,2002 Winter,0,AUS,Australia,25,12,5,20,2,2,0,0,1.25
4275,2002,0,2002 Winter,0,AUT,Austria,86,19,12,39,17,3,4,10,2.205
4276,2002,0,2002 Winter,0,AUT,Austria-1,2,0,1,1,0,0,0,0,2.0
4277,2002,0,2002 Winter,0,AUT,Austria-2,2,0,1,1,0,0,0,0,2.0
4278,2002,0,2002 Winter,0,AZE,Azerbaijan,4,1,2,3,0,0,0,0,1.333
4279,2002,0,2002 Winter,0,BEL,Belgium,6,0,3,7,0,0,0,0,0.857
4280,2002,0,2002 Winter,0,BER,Bermuda,1,0,1,1,0,0,0,0,1.0
4281,2002,0,2002 Winter,0,BIH,Bosnia and Herzegovina,2,0,1,3,0,0,0,0,0.667
4282,2002,0,2002 Winter,0,BLR,Belarus,64,20,9,38,1,0,0,1,1.684
4283,2002,0,2002 Winter,0,BRA,Brazil,10,2,4,6,0,0,0,0,1.667
4284,2002,0,2002 Winter,0,BUL,Bulgaria,23,10,7,27,3,0,1,2,0.852
4285,2002,0,2002 Winter,0,CAN,Canada,135,60,13,60,16,6,3,7,2.25
4286,2002,0,2002 Winter,0,CAN,Canada-1,8,2,3,4,1,1,0,0,2.0
4287,2002,0,2002 Winter,0,CAN,Canada-2,8,2,3,4,0,0,0,0,2.0
4288,2002,0,2002 Winter,0,CAN,Canada-3,2,1,1,1,0,0,0,0,2.0
4289,2002,0,2002 Winter,0,CHI,Chile,6,2,2,8,0,0,0,0,0.75
4290,2002,0,2002 Winter,0,CHN,China,59,41,7,37,7,2,2,3,1.595
4291,2002,0,2002 Winter,0,CHN,China-1,2,1,1,1,1,0,0,1,2.0
4292,2002,0,2002 Winter,0,CHN,China-2,2,1,1,1,0,0,0,0,2.0
4293,2002,0,2002 Winter,0,CHN,China-3,2,1,1,1,0,0,0,0,2.0
4294,2002,0,2002 Winter,0,CMR,Cameroon,1,0,1,2,0,0,0,0,0.5
4295,2002,0,2002 Winter,0,CRC,Costa Rica,1,0,1,2,0,0,0,0,0.5
4296,2002,0,2002 Winter,0,CRO,Croatia,13,5,5,18,4,3,1,0,0.722
4297,2002,0,2002 Winter,0,CYP,Cyprus,1,0,1,2,0,0,0,0,0.5
4298,2002,0,2002 Winter,0,CZE,Czech Republic,75,19,13,49,3,1,2,0,1.531
4299,2002,0,2002 Winter,0,CZE,Czech Republic-1,2,0,1,1,0,0,0,0,2.0
4300,2002,0,2002 Winter,0,CZE,Czech Republic-2,2,0,1,1,0,0,0,0,2.0
4301,2002,0,2002 Winter,0,DEN,Denmark,11,6,2,3,0,0,0,0,3.667
4302,2002,0,2002 Winter,0,ESP,Spain,7,3,3,7,0,0,0,0,1.0
4303,2002,0,2002 Winter,0,EST,Estonia,17,3,5,20,3,1,1,1,0.85
4304,2002,0,2002 Winter,0,FIJ,Fiji,1,0,1,2,0,0,0,0,0.5
4305,2002,0,2002 Winter,0,FIN,Finland,98,36,11,41,7,4,2,1,2.39
4306,2002,0,2002 Winter,0,FRA,France,103,25,15,52,10,3,5,2,1.981
4307,2002,0,2002 Winter,0,FRA,France-1,6,1,2,2,1,1,0,0,3.0
4308,2002,0,2002 Winter,0,FRA,France-2,6,1,2,2,0,0,0,0,3.0
4309,2002,0,2002 Winter,0,GBR,Great Britain,35,14,10,28,2,1,0,1,1.25
4310,2002,0,2002 Winter,0,GBR,Great Britain-1,8,2,1,3,0,0,0,0,2.667
4311,2002,0,2002 Winter,0,GBR,Great Britain-2,8,2,1,3,0,0,0,0,2.667
4312,2002,0,2002 Winter,0,GEO,Georgia,4,1,3,6,0,0,0,0,0.667
4313,2002,0,2002 Winter,0,GER,Germany,140,65,13,65,31,9,15,7,2.154
4314,2002,0,2002 Winter,0,GER,Germany-1,8,2,2,4,2,1,1,0,2.0
4315,2002,0,2002 Winter,0,GER,Germany-2,10,2,2,4,3,2,0,1,2.5
4316,2002,0,2002 Winter,0,GRE,Greece,10,4,5,16,0,0,0,0,0.625
4317,2002,0,2002 Winter,0,HKG,Hong Kong,2,2,1,3,0,0,0,0,0.667
4318,2002,0,2002 Winter,0,HUN,Hungary,25,11,7,30,0,0,0,0,0.833
4319,2002,0,2002 Winter,0,IND,India,1,0,1,1,0,0,0,0,1.0
4320,2002,0,2002 Winter,0,IRI,Iran,2,0,2,2,0,0,0,0,1.0
4321,2002,0,2002 Winter,0,IRL,Ireland,6,1,4,8,0,0,0,0,0.75
4322,2002,0,2002 Winter,0,ISL,Iceland,6,2,1,7,0,0,0,0,0.857
4323,2002,0,2002 Winter,0,ISR,Israel,1,1,1,3,0,0,0,0,0.333
4324,2002,0,2002 Winter,0,ISR,Israel-1,2,1,1,1,0,0,0,0,2.0
4325,2002,0,2002 Winter,0,ISR,Israel-2,2,1,1,1,0,0,0,0,2.0
4326,2002,0,2002 Winter,0,ISV,United States Virgin Islands,8,2,2,3,0,0,0,0,2.667
4327,2002,0,2002 Winter,0,ITA,Italy,97,44,12,63,12,4,4,4,1.54
4328,2002,0,2002 Winter,0,ITA,Italy-1,6,1,3,3,1,0,0,1,2.0
4329,2002,0,2002 Winter,0,ITA,Italy-2,6,1,3,3,0,0,0,0,2.0
4330,2002,0,2002 Winter,0,JAM,Jamaica,2,0,1,1,0,0,0,0,2.0
4331,2002,0,2002 Winter,0,JPN,Japan,102,44,14,65,2,0,1,1,1.569
4332,2002,0,2002 Winter,0,JPN,Japan-1,2,0,1,1,0,0,0,0,2.0
4333,2002,0,2002 Winter,0,JPN,Japan-2,2,0,1,1,0,0,0,0,2.0
4334,2002,0,2002 Winter,0,KAZ,Kazakhstan,50,30,7,32,0,0,0,0,1.562
4335,2002,0,2002 Winter,0,KEN,Kenya,1,0,1,2,0,0,0,0,0.5
4336,2002,0,2002 Winter,0,KGZ,Kyrgyzstan,2,0,2,4,0,0,0,0,0.5
4337,2002,0,2002 Winter,0,KOR,South Korea,46,15,9,39,4,2,2,0,1.179
4338,2002,0,2002 Winter,0,LAT,Latvia,39,5,7,19,0,0,0,0,2.053
4339,2002,0,2002 Winter,0,LAT,Latvia-1,4,0,1,2,0,0,0,0,2.0
4340,2002,0,2002 Winter,0,LAT,Latvia-2,4,0,1,2,0,0,0,0,2.0
4341,2002,0,2002 Winter,0,LIB,Lebanon,2,1,1,3,0,0,0,0,0.667
4342,2002,0,2002 Winter,0,LIE,Liechtenstein,8,1,2,9,0,0,0,0,0.889
4343,2002,0,2002 Winter,0,LTU,Lithuania,8,3,3,12,0,0,0,0,0.667
4344,2002,0,2002 Winter,0,MDA,Moldova,5,2,3,9,0,0,0,0,0.556
4345,2002,0,2002 Winter,0,MEX,Mexico,3,0,2,2,0,0,0,0,1.5
4346,2002,0,2002 Winter,0,MGL,Mongolia,4,1,2,4,0,0,0,0,1.0
4347,2002,0,2002 Winter,0,MKD,Macedonia,2,0,2,4,0,0,0,0,0.5
4348,2002,0,2002 Winter,0,MON,Monaco,5,0,1,2,0,0,0,0,2.5
4349,2002,0,2002 Winter,0,NED,Netherlands,23,9,4,16,8,3,5,0,1.438
4350,2002,0,2002 Winter,0,NED,Netherlands-1,2,2,1,1,0,0,0,0,2.0
4351,2002,0,2002 Winter,0,NED,Netherlands-2,2,2,1,1,0,0,0,0,2.0
4352,2002,0,2002 Winter,0,NEP,Nepal,1,0,1,2,0,0,0,0,0.5
4353,2002,0,2002 Winter,0,NOR,Norway,77,27,11,49,24,12,5,7,1.571
4354,2002,0,2002 Winter,0,NZL,New Zealand,10,3,5,10,0,0,0,0,1.0
4355,2002,0,2002 Winter,0,POL,Poland,27,5,9,27,2,0,1,1,1.0
4356,2002,0,2002 Winter,0,ROU,Romania,20,10,8,25,0,0,0,0,0.8
4357,2002,0,2002 Winter,0,ROU,Romania-1,2,0,1,1,0,0,0,0,2.0
4358,2002,0,2002 Winter,0,ROU,Romania-2,2,0,1,1,0,0,0,0,2.0
4359,2002,0,2002 Winter,0,RSA,South Africa,1,0,1,4,0,0,0,0,0.25
4360,2002,0,2002 Winter,0,RUS,Russia,129,61,15,57,11,4,3,4,2.263
4361,2002,0,2002 Winter,0,RUS,Russia-1,11,2,3,5,2,1,1,0,2.2
4362,2002,0,2002 Winter,0,RUS,Russia-2,12,2,3,5,0,0,0,0,2.4
4363,2002,0,2002 Winter,0,RUS,Russia-3,2,1,1,1,0,0,0,0,2.0
4364,2002,0,2002 Winter,0,SCG,Serbia and Montenegro,6,1,2,5,0,0,0,0,1.2
4365,2002,0,2002 Winter,0,SLO,Slovenia,40,16,8,33,1,0,0,1,1.212
4366,2002,0,2002 Winter,0,SMR,San Marino,1,0,1,1,0,0,0,0,1.0
4367,2002,0,2002 Winter,0,SUI,Switzerland,102,30,13,50,9,3,1,5,2.04
4368,2002,0,2002 Winter,0,SUI,Switzerland-1,6,0,1,2,1,0,1,0,3.0
4369,2002,0,2002 Winter,0,SUI,Switzerland-2,6,0,1,2,1,0,0,1,3.0
4370,2002,0,2002 Winter,0,SVK,Slovakia,49,11,10,34,0,0,0,0,1.441
4371,2002,0,2002 Winter,0,SWE,Sweden,102,46,11,47,7,0,2,5,2.17
4372,2002,0,2002 Winter,0,THA,Thailand,1,0,1,2,0,0,0,0,0.5
4373,2002,0,2002 Winter,0,TJK,Tajikistan,1,0,1,2,0,0,0,0,0.5
4374,2002,0,2002 Winter,0,TPE,Chinese Taipei,6,0,2,2,0,0,0,0,3.0
4375,2002,0,2002 Winter,0,TTO,Trinidad and Tobago,3,0,1,1,0,0,0,0,3.0
4376,2002,0,2002 Winter,0,TUR,Turkey,3,1,2,5,0,0,0,0,0.6
4377,2002,0,2002 Winter,0,UKR,Ukraine,60,18,11,45,0,0,0,0,1.333
4378,2002,0,2002 Winter,0,UKR,Ukraine-1,4,2,1,2,0,0,0,0,2.0
4379,2002,0,2002 Winter,0,UKR,Ukraine-2,4,2,1,2,0,0,0,0,2.0
4380,2002,0,2002 Winter,1,USA,United States,177,79,14,72,29,9,11,9,2.458
4381,2002,0,2002 Winter,1,USA,United States-1,12,4,3,6,2,0,1,1,2.0
4382,2002,0,2002 Winter,1,USA,United States-2,13,4,3,6,3,1,1,1,2.167
4383,2002,0,2002 Winter,0,UZB,Uzbekistan,6,3,2,5,0,0,0,0,1.2
4384,2002,0,2002 Winter,0,VEN,Venezuela,4,1,1,2,0,0,0,0,2.0
4385,2004,1,2004 Summer,0,AFG,Afghanistan,5,2,4,5,0,0,0,0,1.0
4386,2004,1,2004 Summer,0,AHO,Netherlands Antilles,3,0,2,3,0,0,0,0,1.0
4387,2004,1,2004 Summer,0,ALB,Albania,7,2,4,7,0,0,0,0,1.0
4388,2004,1,2004 Summer,0,ALG,Algeria,61,15,10,57,0,0,0,0,1.07
4389,2004,1,2004 Summer,0,AND,Andorra,6,2,4,6,0,0,0,0,1.0
4390,2004,1,2004 Summer,0,ANG,Angola,30,16,5,5,0,0,0,0,6.0
4391,2004,1,2004 Summer,0,ANT,Antigua and Barbuda,5,2,2,5,0,0,0,0,1.0
4392,2004,1,2004 Summer,0,ARG,Argentina,150,46,22,85,6,2,0,4,1.765
4393,2004,1,2004 Summer,0,ARG,Argentina-1,2,0,1,1,0,0,0,0,2.0
4394,2004,1,2004 Summer,0,ARG,Argentina-2,2,0,1,1,0,0,0,0,2.0
4395,2004,1,2004 Summer,0,ARM,Armenia,18,2,8,19,0,0,0,0,0.947
4396,2004,1,2004 Summer,0,ARU,Aruba,4,1,3,4,0,0,0,0,1.0
4397,2004,1,2004 Summer,0,ASA,American Samoa,3,1,2,3,0,0,0,0,1.0
4398,2004,1,2004 Summer,0,AUS,Australia,460,197,32,215,50,17,16,17,2.14
4399,2004,1,2004 Summer,0,AUS,Australia-1,8,4,3,4,0,0,0,0,2.0
4400,2004,1,2004 Summer,0,AUS,Australia-2,8,4,3,4,0,0,0,0,2.0
4401,2004,1,2004 Summer,0,AUT,Austria,70,20,17,55,7,2,4,1,1.273
4402,2004,1,2004 Summer,0,AUT,Austria-1,2,0,1,1,0,0,0,0,2.0
4403,2004,1,2004 Summer,0,AUT,Austria-2,2,0,1,1,0,0,0,0,2.0
4404,2004,1,2004 Summer,0,AZE,Azerbaijan,36,6,10,36,5,1,0,4,1.0
4405,2004,1,2004 Summer,0,BAH,Bahamas,22,9,3,18,2,1,0,1,1.222
4406,2004,1,2004 Summer,0,BAN,Bangladesh,4,1,3,4,0,0,0,0,1.0
4407,2004,1,2004 Summer,0,BAR,Barbados,10,1,5,15,0,0,0,0,0.667
4408,2004,1,2004 Summer,0,BDI,Burundi,7,2,2,5,0,0,0,0,1.4
4409,2004,1,2004 Summer,0,BEL,Belgium,50,19,14,41,3,1,0,2,1.22
4410,2004,1,2004 Summer,0,BEN,Benin,4,2,2,4,0,0,0,0,1.0
4411,2004,1,2004 Summer,0,BER,Bermuda,10,5,6,7,0,0,0,0,1.429
4412,2004,1,2004 Summer,0,BHU,Bhutan,2,1,1,2,0,0,0,0,1.0
4413,2004,1,2004 Summer,0,BIH,Bosnia and Herzegovina,9,2,8,11,0,0,0,0,0.818
4414,2004,1,2004 Summer,0,BIZ,Belize,2,1,1,2,0,0,0,0,1.0
4415,2004,1,2004 Summer,0,BLR,Belarus,151,69,22,121,13,2,5,6,1.248
4416,2004,1,2004 Summer,0,BOL,Bolivia,7,3,5,11,0,0,0,0,0.636
4417,2004,1,2004 Summer,0,BOT,Botswana,11,1,2,8,0,0,0,0,1.375
4418,2004,1,2004 Summer,0,BRA,Brazil,235,115,25,131,8,4,1,3,1.794
4419,2004,1,2004 Summer,0,BRA,Brazil-1,4,2,1,2,2,1,1,0,2.0
4420,2004,1,2004 Summer,0,BRA,Brazil-2,4,2,1,2,0,0,0,0,2.0
4421,2004,1,2004 Summer,0,BRN,Bahrain,10,3,4,10,0,0,0,0,1.0
4422,2004,1,2004 Summer,0,BRU,Brunei,1,0,1,1,0,0,0,0,1.0
4423,2004,1,2004 Summer,0,BUL,Bulgaria,95,46,19,94,12,2,1,9,1.011
4424,2004,1,2004 Summer,0,BUR,Burkina Faso,5,2,3,5,0,0,0,0,1.0
4425,2004,1,2004 Summer,0,CAF,Central African Republic,4,2,3,4,0,0,0,0,1.0
4426,2004,1,2004 Summer,0,CAM,Cambodia,4,2,2,4,0,0,0,0,1.0
4427,2004,1,2004 Summer,0,CAN,Canada,256,128,28,149,12,3,6,3,1.718
4428,2004,1,2004 Summer,0,CAN,Canada-1,3,2,1,2,0,0,0,0,1.5
4429,2004,1,2004 Summer,0,CAN,Canada-2,4,3,1,2,0,0,0,0,2.0
4430,2004,1,2004 Summer,0,CAY,Cayman Islands,5,2,2,8,0,0,0,0,0.625
4431,2004,1,2004 Summer,0,CGO,Congo (Brazzaville),5,3,4,5,0,0,0,0,1.0
4432,2004,1,2004 Summer,0,CHA,Chad,1,1,1,1,0,0,0,0,1.0
4433,2004,1,2004 Summer,0,CHI,Chile,22,6,11,25,3,2,0,1,0.88
4434,2004,1,2004 Summer,0,CHN,China,354,228,30,198,57,27,17,13,1.788
4435,2004,1,2004 Summer,0,CHN,China-1,14,9,4,7,4,4,0,0,2.0
4436,2004,1,2004 Summer,0,CHN,China-2,14,9,4,7,2,1,0,1,2.0
4437,2004,1,2004 Summer,0,CIV,Cote d'Ivoire,5,3,3,5,0,0,0,0,1.0
4438,2004,1,2004 Summer,0,CMR,Cameroon,17,7,5,15,1,1,0,0,1.133
4439,2004,1,2004 Summer,0,COD,Congo (Kinshasa),4,1,2,4,0,0,0,0,1.0
4440,2004,1,2004 Summer,0,COK,Cook Islands,3,1,2,3,0,0,0,0,1.0
4441,2004,1,2004 Summer,0,COL,Colombia,53,21,15,59,2,0,0,2,0.898
4442,2004,1,2004 Summer,0,COM,Comoros,3,1,2,3,0,0,0,0,1.0
4443,2004,1,2004 Summer,0,CPV,Cape Verde,3,1,3,3,0,0,0,0,1.0
4444,2004,1,2004 Summer,0,CRC,Costa Rica,20,3,6,8,0,0,0,0,2.5
4445,2004,1,2004 Summer,0,CRO,Croatia,81,15,14,57,5,1,2,2,1.421
4446,2004,1,2004 Summer,0,CUB,Cuba,151,54,18,108,27,9,7,11,1.398
4447,2004,1,2004 Summer,0,CYP,Cyprus,20,7,7,20,0,0,0,0,1.0
4448,2004,1,2004 Summer,0,CZE,Czech Republic,136,62,20,102,8,1,3,4,1.333
4449,2004,1,2004 Summer,0,CZE,Czech Republic-1,4,0,2,2,1,0,0,1,2.0
4450,2004,1,2004 Summer,0,CZE,Czech Republic-2,4,0,2,2,0,0,0,0,2.0
4451,2004,1,2004 Summer,0,DEN,Denmark,84,40,16,56,7,2,1,4,1.5
4452,2004,1,2004 Summer,0,DEN,Denmark-1,5,3,1,3,0,0,0,0,1.667
4453,2004,1,2004 Summer,0,DEN,Denmark-2,5,3,1,3,1,0,0,1,1.667
4454,2004,1,2004 Summer,0,DMA,Dominica,2,1,1,2,0,0,0,0,1.0
4455,2004,1,2004 Summer,0,DOM,Dominican Republic,33,16,9,22,1,1,0,0,1.5
4456,2004,1,2004 Summer,0,ECU,Ecuador,16,5,7,15,0,0,0,0,1.067
4457,2004,1,2004 Summer,0,EGY,Egypt,96,16,17,48,5,1,1,3,2.0
4458,2004,1,2004 Summer,0,ERI,Eritrea,4,1,1,3,1,0,0,1,1.333
4459,2004,1,2004 Summer,0,ESA,El Salvador,7,5,6,9,0,0,0,0,0.778
4460,2004,1,2004 Summer,0,ESP,Spain,313,137,27,153,19,3,10,6,2.046
4461,2004,1,2004 Summer,0,ESP,Spain-1,4,2,1,2,0,0,0,0,2.0
4462,2004,1,2004 Summer,0,ESP,Spain-2,4,2,1,2,1,0,1,0,2.0
4463,2004,1,2004 Summer,0,EST,Estonia,42,11,10,34,3,0,1,2,1.235
4464,2004,1,2004 Summer,0,ETH,Ethiopia,26,12,2,12,7,2,3,2,2.167
4465,2004,1,2004 Summer,0,FIJ,Fiji,8,4,6,9,0,0,0,0,0.889
4466,2004,1,2004 Summer,0,FIN,Finland,53,17,12,53,2,0,2,0,1.0
4467,2004,1,2004 Summer,0,FRA,France,307,113,27,191,33,11,9,13,1.607
4468,2004,1,2004 Summer,0,FRA,France-1,4,2,1,2,0,0,0,0,2.0
4469,2004,1,2004 Summer,0,FRA,France-2,4,2,1,2,0,0,0,0,2.0
