,Year,Summer,Games,Host,NOC,Team,Names,Females,Sports,Events,Medals,Golds,Silvers,Bronzes,Athletes per Event
3289,1992,1,1992 Summer,0,CHN,China-1,8,4,2,4,3,1,2,0,2.0
3290,1992,1,1992 Summer,0,CHN,China-2,8,4,2,4,3,1,0,2,2.0
3291,1992,1,1992 Summer,0,CIV,Cote d'Ivoire,13,5,3,11,0,0,0,0,1.182
3292,1992,1,1992 Summer,0,CMR,Cameroon,8,5,2,9,0,0,0,0,0.889
3293,1992,1,1992 Summer,0,COD,Congo (Kinshasa),17,2,4,14,0,0,0,0,1.214
3294,1992,1,1992 Summer,0,COK,Cook Islands,2,0,2,2,0,0,0,0,1.0
3295,1992,1,1992 Summer,0,COL,Colombia,49,3,11,31,1,0,0,1,1.581
3296,1992,1,1992 Summer,0,CRC,Costa Rica,16,5,6,18,0,0,0,0,0.889
3297,1992,1,1992 Summer,0,CRO,Croatia,39,3,11,23,3,0,1,2,1.696
3298,1992,1,1992 Summer,0,CUB,Cuba,176,50,16,90,31,14,6,11,1.956
3299,1992,1,1992 Summer,0,CYP,Cyprus,17,4,8,17,0,0,0,0,1.0
3300,1992,1,1992 Summer,0,DEN,Denmark,102,29,14,65,6,1,1,4,1.569
3301,1992,1,1992 Summer,0,DEN,Denmark-1,4,2,1,2,0,0,0,0,2.0
3302,1992,1,1992 Summer,0,DEN,Denmark-2,4,2,1,2,0,0,0,0,2.0
3303,1992,1,1992 Summer,0,DJI,Djibouti,8,0,3,7,0,0,0,0,1.143
3304,1992,1,1992 Summer,0,DOM,Dominican Republic,32,2,5,13,0,0,0,0,2.462
3305,1992,1,1992 Summer,0,ECU,Ecuador,13,7,6,15,0,0,0,0,0.867
3306,1992,1,1992 Summer,0,EGY,Egypt,75,3,13,32,0,0,0,0,2.344
3307,1992,1,1992 Summer,0,ESA,El Salvador,4,1,3,6,0,0,0,0,0.667
3308,1992,1,1992 Summer,1,ESP,Spain,422,125,29,195,22,13,7,2,2.164
3309,1992,1,1992 Summer,0,EST,Estonia,37,4,13,35,2,1,0,1,1.057
3310,1992,1,1992 Summer,0,ETH,Ethiopia,20,6,2,11,3,1,0,2,1.818
3311,1992,1,1992 Summer,0,EUN,Unified Team,474,164,27,233,112,45,38,29,2.034
3312,1992,1,1992 Summer,0,EUN,Unified Team-1,2,2,1,1,0,0,0,0,2.0
3313,1992,1,1992 Summer,0,EUN,Unified Team-2,2,2,1,1,0,0,0,0,2.0
3314,1992,1,1992 Summer,0,FIJ,Fiji,18,4,4,32,0,0,0,0,0.562
3315,1992,1,1992 Summer,0,FIN,Finland,88,28,16,85,5,1,2,2,1.035
3316,1992,1,1992 Summer,0,FRA,France,331,98,25,194,28,8,5,15,1.706
3317,1992,1,1992 Summer,0,FRA,France-1,4,0,2,2,1,0,0,1,2.0
3318,1992,1,1992 Summer,0,FRA,France-2,4,0,2,2,0,0,0,0,2.0
3319,1992,1,1992 Summer,0,FRA,France-3,2,0,1,1,0,0,0,0,2.0
3320,1992,1,1992 Summer,0,GAB,Gabon,5,1,3,5,0,0,0,0,1.0
3321,1992,1,1992 Summer,0,GAM,Gambia,5,0,1,5,0,0,0,0,1.0
3322,1992,1,1992 Summer,0,GBR,Great Britain,359,138,23,200,20,5,3,12,1.795
3323,1992,1,1992 Summer,0,GBR,Great Britain-1,6,2,2,3,0,0,0,0,2.0
3324,1992,1,1992 Summer,0,GBR,Great Britain-2,6,2,2,3,0,0,0,0,2.0
3325,1992,1,1992 Summer,0,GEQ,Equatorial Guinea,7,2,1,8,0,0,0,0,0.875
3326,1992,1,1992 Summer,0,GER,Germany,457,163,26,236,82,33,21,28,1.936
3327,1992,1,1992 Summer,0,GER,Germany-1,2,0,1,1,0,0,0,0,2.0
3328,1992,1,1992 Summer,0,GER,Germany-2,2,0,1,1,0,0,0,0,2.0
3329,1992,1,1992 Summer,0,GER,Germany-3,2,0,1,1,0,0,0,0,2.0
3330,1992,1,1992 Summer,0,GHA,Ghana,34,2,4,13,1,0,0,1,2.615
3331,1992,1,1992 Summer,0,GRE,Greece,70,14,17,53,2,2,0,0,1.321
3332,1992,1,1992 Summer,0,GRN,Grenada,4,1,1,5,0,0,0,0,0.8
3333,1992,1,1992 Summer,0,GUA,Guatemala,14,2,7,27,0,0,0,0,0.519
3334,1992,1,1992 Summer,0,GUI,Guinea,8,2,2,11,0,0,0,0,0.727
3335,1992,1,1992 Summer,0,GUM,Guam,22,6,8,27,0,0,0,0,0.815
3336,1992,1,1992 Summer,0,GUY,Guyana,6,1,3,7,0,0,0,0,0.857
3337,1992,1,1992 Summer,0,HAI,Haiti,7,0,2,8,0,0,0,0,0.875
3338,1992,1,1992 Summer,0,HKG,Hong Kong,38,10,11,39,0,0,0,0,0.974
3339,1992,1,1992 Summer,0,HON,Honduras,10,3,4,25,0,0,0,0,0.4
3340,1992,1,1992 Summer,0,HUN,Hungary,215,57,23,156,30,11,12,7,1.378
3341,1992,1,1992 Summer,0,INA,Indonesia,34,11,10,29,4,2,1,1,1.172
3342,1992,1,1992 Summer,0,INA,Indonesia-1,4,2,1,2,1,0,1,0,2.0
3343,1992,1,1992 Summer,0,INA,Indonesia-2,4,2,1,2,0,0,0,0,2.0
3344,1992,1,1992 Summer,0,IND,India,52,6,12,36,0,0,0,0,1.444
3345,1992,1,1992 Summer,0,IOA,Individual Olympic Athletes,58,19,13,54,3,0,1,2,1.074
3346,1992,1,1992 Summer,0,IRI,Iran,36,0,6,36,3,0,1,2,1.0
3347,1992,1,1992 Summer,0,IRL,Ireland,58,9,12,47,2,1,1,0,1.234
3348,1992,1,1992 Summer,0,IRQ,Iraq,8,0,3,8,0,0,0,0,1.0
3349,1992,1,1992 Summer,0,ISL,Iceland,27,3,6,15,0,0,0,0,1.8
3350,1992,1,1992 Summer,0,ISR,Israel,30,5,10,42,2,0,1,1,0.714
3351,1992,1,1992 Summer,0,ISV,United States Virgin Islands,25,5,7,29,0,0,0,0,0.862
3352,1992,1,1992 Summer,0,ITA,Italy,304,76,26,169,19,6,5,8,1.799
3353,1992,1,1992 Summer,0,IVB,British Virgin Islands,4,0,2,2,0,0,0,0,2.0
3354,1992,1,1992 Summer,0,JAM,Jamaica,36,14,5,23,4,0,3,1,1.565
3355,1992,1,1992 Summer,0,JOR,Jordan,4,1,3,5,0,0,0,0,0.8
3356,1992,1,1992 Summer,0,JPN,Japan,247,76,24,162,22,3,8,11,1.525
3357,1992,1,1992 Summer,0,JPN,Japan-1,8,4,2,4,0,0,0,0,2.0
3358,1992,1,1992 Summer,0,JPN,Japan-2,8,4,2,4,0,0,0,0,2.0
3359,1992,1,1992 Summer,0,JPN,Japan-3,2,2,1,1,0,0,0,0,2.0
3360,1992,1,1992 Summer,0,KEN,Kenya,49,9,5,29,8,2,4,2,1.69
3361,1992,1,1992 Summer,0,KOR,South Korea,215,66,24,130,23,10,5,8,1.654
3362,1992,1,1992 Summer,0,KOR,South Korea-1,8,4,2,4,4,1,0,3,2.0
3363,1992,1,1992 Summer,0,KOR,South Korea-2,8,4,2,4,2,1,0,1,2.0
3364,1992,1,1992 Summer,0,KSA,Saudi Arabia,9,0,5,13,0,0,0,0,0.692
3365,1992,1,1992 Summer,0,KUW,Kuwait,32,0,7,18,0,0,0,0,1.778
3366,1992,1,1992 Summer,0,LAO,Laos,6,0,2,7,0,0,0,0,0.857
3367,1992,1,1992 Summer,0,LAT,Latvia,34,9,13,31,3,0,2,1,1.097
3368,1992,1,1992 Summer,0,LBA,Libya,5,0,4,5,0,0,0,0,1.0
3369,1992,1,1992 Summer,0,LES,Lesotho,6,1,1,8,0,0,0,0,0.75
3370,1992,1,1992 Summer,0,LIB,Lebanon,12,0,7,15,0,0,0,0,0.8
3371,1992,1,1992 Summer,0,LIE,Liechtenstein,7,3,4,8,0,0,0,0,0.875
3372,1992,1,1992 Summer,0,LTU,Lithuania,47,11,11,31,2,1,0,1,1.516
3373,1992,1,1992 Summer,0,LUX,Luxembourg,6,1,4,8,0,0,0,0,0.75
3374,1992,1,1992 Summer,0,MAD,Madagascar,13,5,6,15,0,0,0,0,0.867
3375,1992,1,1992 Summer,0,MAR,Morocco,44,1,7,24,3,1,1,1,1.833
3376,1992,1,1992 Summer,0,MAS,Malaysia,22,0,6,10,0,0,0,0,2.2
3377,1992,1,1992 Summer,0,MAS,Malaysia-1,2,0,1,1,0,0,0,0,2.0
3378,1992,1,1992 Summer,0,MAS,Malaysia-2,2,0,1,1,1,0,0,1,2.0
3379,1992,1,1992 Summer,0,MAW,Malawi,4,1,1,4,0,0,0,0,1.0
3380,1992,1,1992 Summer,0,MDV,Maldives,7,1,2,8,0,0,0,0,0.875
3381,1992,1,1992 Summer,0,MEX,Mexico,102,26,18,71,1,0,1,0,1.437
3382,1992,1,1992 Summer,0,MGL,Mongolia,33,6,8,31,2,0,0,2,1.065
3383,1992,1,1992 Summer,0,MLI,Mali,5,2,2,6,0,0,0,0,0.833
3384,1992,1,1992 Summer,0,MLT,Malta,6,3,4,8,0,0,0,0,0.75
3385,1992,1,1992 Summer,0,MON,Monaco,2,1,2,4,0,0,0,0,0.5
3386,1992,1,1992 Summer,0,MOZ,Mozambique,6,3,2,7,0,0,0,0,0.857
3387,1992,1,1992 Summer,0,MRI,Mauritius,13,7,4,17,0,0,0,0,0.765
3388,1992,1,1992 Summer,0,MTN,Mauritania,6,0,1,6,0,0,0,0,1.0
3389,1992,1,1992 Summer,0,MYA,Myanmar,4,3,2,5,0,0,0,0,0.8
3390,1992,1,1992 Summer,0,NAM,Namibia,6,1,3,9,2,0,2,0,0.667
3391,1992,1,1992 Summer,0,NCA,Nicaragua,8,1,6,9,0,0,0,0,0.889
3392,1992,1,1992 Summer,0,NED,Netherlands,201,84,20,105,15,2,6,7,1.914
3393,1992,1,1992 Summer,0,NEP,Nepal,2,1,2,2,0,0,0,0,1.0
3394,1992,1,1992 Summer,0,NGR,Nigeria,54,23,8,33,4,0,3,1,1.636
3395,1992,1,1992 Summer,0,NGR,Nigeria-1,2,0,1,1,0,0,0,0,2.0
3396,1992,1,1992 Summer,0,NGR,Nigeria-2,2,0,1,1,0,0,0,0,2.0
3397,1992,1,1992 Summer,0,NIG,Niger,3,0,1,3,0,0,0,0,1.0
3398,1992,1,1992 Summer,0,NOR,Norway,83,32,17,64,7,2,4,1,1.297
3399,1992,1,1992 Summer,0,NZL,New Zealand,134,42,17,87,10,1,4,5,1.54
3400,1992,1,1992 Summer,0,OMA,Oman,5,0,2,5,0,0,0,0,1.0
3401,1992,1,1992 Summer,0,PAK,Pakistan,27,0,5,12,1,0,0,1,2.25
3402,1992,1,1992 Summer,0,PAN,Panama,5,0,4,7,0,0,0,0,0.714
3403,1992,1,1992 Summer,0,PAR,Paraguay,27,3,6,12,0,0,0,0,2.25
3404,1992,1,1992 Summer,0,PER,Peru,16,4,9,18,1,0,1,0,0.889
3405,1992,1,1992 Summer,0,PHI,Philippines,26,2,9,29,1,0,0,1,0.897
3406,1992,1,1992 Summer,0,PNG,Papua New Guinea,13,1,4,16,0,0,0,0,0.812
3407,1992,1,1992 Summer,0,POL,Poland,199,50,21,135,19,3,6,10,1.474
3408,1992,1,1992 Summer,0,POL,Poland-1,2,2,1,1,0,0,0,0,2.0
3409,1992,1,1992 Summer,0,POL,Poland-2,2,2,1,1,0,0,0,0,2.0
3410,1992,1,1992 Summer,0,POR,Portugal,90,22,14,71,0,0,0,0,1.268
3411,1992,1,1992 Summer,0,PRK,North Korea,62,27,12,51,8,4,0,4,1.216
3412,1992,1,1992 Summer,0,PRK,North Korea-1,4,2,1,2,1,0,0,1,2.0
3413,1992,1,1992 Summer,0,PRK,North Korea-2,4,2,1,2,0,0,0,0,2.0
3414,1992,1,1992 Summer,0,PUR,Puerto Rico,71,6,12,57,1,0,0,1,1.246
3415,1992,1,1992 Summer,0,QAT,Qatar,28,0,2,11,1,0,0,1,2.545
3416,1992,1,1992 Summer,0,ROU,Romania,171,66,18,127,18,4,6,8,1.346
3417,1992,1,1992 Summer,0,ROU,Romania-1,2,2,1,1,0,0,0,0,2.0
3418,1992,1,1992 Summer,0,ROU,Romania-2,2,2,1,1,0,0,0,0,2.0
3419,1992,1,1992 Summer,0,RSA,South Africa,93,25,19,87,2,0,2,0,1.069
3420,1992,1,1992 Summer,0,RWA,Rwanda,10,3,2,8,0,0,0,0,1.25
3421,1992,1,1992 Summer,0,SAM,Samoa,5,0,2,5,0,0,0,0,1.0
3422,1992,1,1992 Summer,0,SEN,Senegal,20,2,4,20,0,0,0,0,1.0
3423,1992,1,1992 Summer,0,SEY,Seychelles,11,1,4,18,0,0,0,0,0.611
3424,1992,1,1992 Summer,0,SGP,Singapore,14,3,6,26,0,0,0,0,0.538
3425,1992,1,1992 Summer,0,SLE,Sierra Leone,11,2,1,12,0,0,0,0,0.917
3426,1992,1,1992 Summer,0,SLO,Slovenia,35,6,12,34,2,0,0,2,1.029
3427,1992,1,1992 Summer,0,SMR,San Marino,17,1,7,15,0,0,0,0,1.133
3428,1992,1,1992 Summer,0,SOL,Solomon Islands,1,0,1,1,0,0,0,0,1.0
3429,1992,1,1992 Summer,0,SRI,Sri Lanka,11,6,5,16,0,0,0,0,0.688
3430,1992,1,1992 Summer,0,SUD,Sudan,6,0,3,7,0,0,0,0,0.857
3431,1992,1,1992 Summer,0,SUI,Switzerland,102,29,17,80,1,1,0,0,1.275
3432,1992,1,1992 Summer,0,SUR,Suriname,6,1,3,7,1,0,0,1,0.857
3433,1992,1,1992 Summer,0,SWE,Sweden,183,44,22,119,12,1,7,4,1.538
3434,1992,1,1992 Summer,0,SWE,Sweden-1,4,0,2,2,0,0,0,0,2.0
3435,1992,1,1992 Summer,0,SWE,Sweden-2,4,0,2,2,0,0,0,0,2.0
3436,1992,1,1992 Summer,0,SWZ,Swaziland,6,0,2,10,0,0,0,0,0.6
3437,1992,1,1992 Summer,0,SYR,Syria,8,1,4,9,0,0,0,0,0.889
3438,1992,1,1992 Summer,0,TAN,Tanzania,9,0,2,7,0,0,0,0,1.286
3439,1992,1,1992 Summer,0,TCH,Czechoslovakia,202,62,25,120,6,4,1,1,1.683
3440,1992,1,1992 Summer,0,TCH,Czechoslovakia-1,2,0,1,1,1,0,1,0,2.0
3441,1992,1,1992 Summer,0,TCH,Czechoslovakia-2,2,0,1,1,0,0,0,0,2.0
3442,1992,1,1992 Summer,0,TCH,Czechoslovakia-3,2,0,1,1,0,0,0,0,2.0
3443,1992,1,1992 Summer,0,TGA,Tonga,5,0,2,5,0,0,0,0,1.0
3444,1992,1,1992 Summer,0,THA,Thailand,46,23,9,47,1,0,0,1,0.979
3445,1992,1,1992 Summer,0,TOG,Togo,6,0,2,5,0,0,0,0,1.2
3446,1992,1,1992 Summer,0,TPE,Chinese Taipei,31,8,7,15,1,0,1,0,2.067
3447,1992,1,1992 Summer,0,TTO,Trinidad and Tobago,7,0,2,7,0,0,0,0,1.0
3448,1992,1,1992 Summer,0,TUN,Tunisia,13,2,7,13,0,0,0,0,1.0
3449,1992,1,1992 Summer,0,TUR,Turkey,41,5,10,43,6,2,2,2,0.953
3450,1992,1,1992 Summer,0,UAE,United Arab Emirates,13,0,3,19,0,0,0,0,0.684
3451,1992,1,1992 Summer,0,UGA,Uganda,8,2,3,9,0,0,0,0,0.889
3452,1992,1,1992 Summer,0,URU,Uruguay,16,0,11,15,0,0,0,0,1.067
3453,1992,1,1992 Summer,0,USA,United States,539,190,28,247,107,36,34,37,2.182
3454,1992,1,1992 Summer,0,USA,United States-1,2,0,1,1,1,1,0,0,2.0
3455,1992,1,1992 Summer,0,USA,United States-2,2,0,1,1,0,0,0,0,2.0
3456,1992,1,1992 Summer,0,USA,United States-3,2,0,1,1,0,0,0,0,2.0
3457,1992,1,1992 Summer,0,VAN,Vanuatu,6,2,1,8,0,0,0,0,0.75
3458,1992,1,1992 Summer,0,VEN,Venezuela,26,4,8,16,0,0,0,0,1.625
3459,1992,1,1992 Summer,0,VIE,Vietnam,7,5,3,10,0,0,0,0,0.7
3460,1992,1,1992 Summer,0,VIN,Saint Vincent and the Grenadines,6,2,1,5,0,0,0,0,1.2
3461,1992,1,1992 Summer,0,YEM,Yemen,8,0,2,8,0,0,0,0,1.0
3462,1992,1,1992 Summer,0,ZAM,Zambia,9,1,3,11,0,0,0,0,0.818
3463,1992,1,1992 Summer,0,ZIM,Zimbabwe,19,9,6,22,0,0,0,0,0.864
3464,1992,0,1992 Winter,0,AHO,Netherlands Antilles,2,0,1,1,0,0,0,0,2.0
3465,1992,0,1992 Winter,0,ALG,Algeria,4,1,1,5,0,0,0,0,0.8
3466,1992,0,1992 Winter,0,AND,Andorra,5,1,1,6,0,0,0,0,0.833
3467,1992,0,1992 Winter,0,ARG,Argentina,20,5,5,21,0,0,0,0,0.952
3468,1992,0,1992 Winter,0,AUS,Australia,22,7,9,24,0,0,0,0,0.917
3469,1992,0,1992 Winter,0,AUT,Austria,50,13,8,36,20,5,7,8,1.389
3470,1992,0,1992 Winter,0,AUT,Austria-1,6,0,1,2,1,1,0,0,3.0
3471,1992,0,1992 Winter,0,AUT,Austria-2,6,0,1,2,0,0,0,0,3.0
3472,1992,0,1992 Winter,0,BEL,Belgium,5,1,1,3,0,0,0,0,1.667
3473,1992,0,1992 Winter,0,BER,Bermuda,1,0,1,1,0,0,0,0,1.0
3474,1992,0,1992 Winter,0,BOL,Bolivia,5,0,1,2,0,0,0,0,2.5
3475,1992,0,1992 Winter,0,BRA,Brazil,7,1,1,7,0,0,0,0,1.0
3476,1992,0,1992 Winter,0,BUL,Bulgaria,29,8,7,26,0,0,0,0,1.115
3477,1992,0,1992 Winter,0,BUL,Bulgaria-1,2,0,1,1,0,0,0,0,2.0
3478,1992,0,1992 Winter,0,BUL,Bulgaria-2,2,0,1,1,0,0,0,0,2.0
3479,1992,0,1992 Winter,0,CAN,Canada,90,26,10,47,6,2,3,1,1.915
3480,1992,0,1992 Winter,0,CAN,Canada-1,9,1,3,4,1,0,0,1,2.25
3481,1992,0,1992 Winter,0,CAN,Canada-2,8,1,3,4,0,0,0,0,2.0
3482,1992,0,1992 Winter,0,CAN,Canada-3,2,1,1,1,0,0,0,0,2.0
3483,1992,0,1992 Winter,0,CHI,Chile,5,0,1,4,0,0,0,0,1.25
3484,1992,0,1992 Winter,0,CHN,China,32,20,6,32,3,0,3,0,1.0
3485,1992,0,1992 Winter,0,CRC,Costa Rica,4,0,1,2,0,0,0,0,2.0
3486,1992,0,1992 Winter,0,CRO,Croatia,4,1,3,8,0,0,0,0,0.5
3487,1992,0,1992 Winter,0,CYP,Cyprus,4,1,1,5,0,0,0,0,0.8
3488,1992,0,1992 Winter,0,DEN,Denmark,6,2,3,10,0,0,0,0,0.6
3489,1992,0,1992 Winter,0,ESP,Spain,17,4,4,15,1,0,0,1,1.133
3490,1992,0,1992 Winter,0,EST,Estonia,19,5,4,18,0,0,0,0,1.056
3491,1992,0,1992 Winter,0,EUN,Unified Team,104,37,11,47,19,7,5,7,2.213
3492,1992,0,1992 Winter,0,EUN,Unified Team-1,12,2,3,5,2,2,0,0,2.4
3493,1992,0,1992 Winter,0,EUN,Unified Team-2,12,2,3,5,2,0,1,1,2.4
3494,1992,0,1992 Winter,0,EUN,Unified Team-3,4,2,1,2,0,0,0,0,2.0
3495,1992,0,1992 Winter,0,FIN,Finland,62,13,8,30,7,3,1,3,2.067
3496,1992,0,1992 Winter,1,FRA,France,94,27,11,46,8,3,4,1,2.043
3497,1992,0,1992 Winter,1,FRA,France-1,6,1,2,3,1,0,1,0,2.0
3498,1992,0,1992 Winter,1,FRA,France-2,8,1,2,3,0,0,0,0,2.667
3499,1992,0,1992 Winter,1,FRA,France-3,2,1,1,1,0,0,0,0,2.0
3500,1992,0,1992 Winter,0,GBR,Great Britain,41,10,8,28,0,0,0,0,1.464
3501,1992,0,1992 Winter,0,GBR,Great Britain-1,4,0,1,2,0,0,0,0,2.0
3502,1992,0,1992 Winter,0,GBR,Great Britain-2,5,0,1,2,0,0,0,0,2.5
3503,1992,0,1992 Winter,0,GER,Germany,91,34,10,47,21,9,7,5,1.936
3504,1992,0,1992 Winter,0,GER,Germany-1,10,1,3,4,3,1,2,0,2.5
3505,1992,0,1992 Winter,0,GER,Germany-2,10,1,3,4,2,0,1,1,2.5
3506,1992,0,1992 Winter,0,GRE,Greece,8,1,3,12,0,0,0,0,0.667
3507,1992,0,1992 Winter,0,HON,Honduras,1,1,1,3,0,0,0,0,0.333
3508,1992,0,1992 Winter,0,HUN,Hungary,20,9,6,28,0,0,0,0,0.714
3509,1992,0,1992 Winter,0,HUN,Hungary-1,2,1,1,1,0,0,0,0,2.0
3510,1992,0,1992 Winter,0,HUN,Hungary-2,2,1,1,1,0,0,0,0,2.0
3511,1992,0,1992 Winter,0,IND,India,2,0,1,2,0,0,0,0,1.0
3512,1992,0,1992 Winter,0,IRL,Ireland-1,2,0,1,1,0,0,0,0,2.0
3513,1992,0,1992 Winter,0,IRL,Ireland-2,2,0,1,1,0,0,0,0,2.0
3514,1992,0,1992 Winter,0,ISL,Iceland,5,1,2,9,0,0,0,0,0.556
3515,1992,0,1992 Winter,0,ISV,United States Virgin Islands,4,2,2,7,0,0,0,0,0.571
3516,1992,0,1992 Winter,0,ISV,United States Virgin Islands-1,5,0,1,2,0,0,0,0,2.5
3517,1992,0,1992 Winter,0,ISV,United States Virgin Islands-2,6,0,1,2,0,0,0,0,3.0
3518,1992,0,1992 Winter,0,ITA,Italy,92,26,10,45,13,4,6,3,2.044
3519,1992,0,1992 Winter,0,ITA,Italy-1,9,1,3,4,1,0,0,1,2.25
3520,1992,0,1992 Winter,0,ITA,Italy-2,10,1,3,4,0,0,0,0,2.5
3521,1992,0,1992 Winter,0,JAM,Jamaica,4,0,1,1,0,0,0,0,4.0
3522,1992,0,1992 Winter,0,JAM,Jamaica-1,2,0,1,1,0,0,0,0,2.0
3523,1992,0,1992 Winter,0,JAM,Jamaica-2,2,0,1,1,0,0,0,0,2.0
3524,1992,0,1992 Winter,0,JPN,Japan,60,20,11,49,7,1,2,4,1.224
3525,1992,0,1992 Winter,0,JPN,Japan-1,2,0,1,1,0,0,0,0,2.0
3526,1992,0,1992 Winter,0,JPN,Japan-2,2,0,1,1,0,0,0,0,2.0
3527,1992,0,1992 Winter,0,KOR,South Korea,23,4,6,23,4,2,1,1,1.0
3528,1992,0,1992 Winter,0,LAT,Latvia,15,4,5,13,0,0,0,0,1.154
3529,1992,0,1992 Winter,0,LAT,Latvia-1,6,0,1,2,0,0,0,0,3.0
3530,1992,0,1992 Winter,0,LAT,Latvia-2,6,0,1,2,0,0,0,0,3.0
3531,1992,0,1992 Winter,0,LIB,Lebanon,4,0,1,3,0,0,0,0,1.333
3532,1992,0,1992 Winter,0,LIE,Liechtenstein,7,1,2,10,0,0,0,0,0.7
3533,1992,0,1992 Winter,0,LTU,Lithuania,6,3,3,12,0,0,0,0,0.5
3534,1992,0,1992 Winter,0,LUX,Luxembourg,1,0,1,5,2,0,2,0,0.2
3535,1992,0,1992 Winter,0,MAR,Morocco,12,2,2,8,0,0,0,0,1.5
3536,1992,0,1992 Winter,0,MEX,Mexico,17,4,4,14,0,0,0,0,1.214
3537,1992,0,1992 Winter,0,MEX,Mexico-1,2,0,1,1,0,0,0,0,2.0
3538,1992,0,1992 Winter,0,MEX,Mexico-2,2,0,1,1,0,0,0,0,2.0
3539,1992,0,1992 Winter,0,MGL,Mongolia,4,0,2,8,0,0,0,0,0.5
3540,1992,0,1992 Winter,0,MON,Monaco,4,0,1,1,0,0,0,0,4.0
3541,1992,0,1992 Winter,0,MON,Monaco-1,2,0,1,1,0,0,0,0,2.0
3542,1992,0,1992 Winter,0,MON,Monaco-2,2,0,1,1,0,0,0,0,2.0
3543,1992,0,1992 Winter,0,NED,Netherlands,19,10,2,13,4,1,1,2,1.462
3544,1992,0,1992 Winter,0,NOR,Norway,79,19,11,45,17,7,5,5,1.756
3545,1992,0,1992 Winter,0,NZL,New Zealand,6,1,2,6,1,0,1,0,1.0
3546,1992,0,1992 Winter,0,PHI,Philippines,1,0,1,2,0,0,0,0,0.5
3547,1992,0,1992 Winter,0,POL,Poland,53,12,9,35,0,0,0,0,1.514
3548,1992,0,1992 Winter,0,PRK,North Korea,20,11,5,21,1,0,0,1,0.952
3549,1992,0,1992 Winter,0,PUR,Puerto Rico,2,0,1,1,0,0,0,0,2.0
3550,1992,0,1992 Winter,0,PUR,Puerto Rico-1,2,0,1,1,0,0,0,0,2.0
3551,1992,0,1992 Winter,0,PUR,Puerto Rico-2,2,0,1,1,0,0,0,0,2.0
3552,1992,0,1992 Winter,0,ROU,Romania,22,9,8,36,0,0,0,0,0.611
3553,1992,0,1992 Winter,0,ROU,Romania-1,2,0,1,1,0,0,0,0,2.0
3554,1992,0,1992 Winter,0,ROU,Romania-2,2,0,1,1,0,0,0,0,2.0
3555,1992,0,1992 Winter,0,SEN,Senegal,2,0,1,5,0,0,0,0,0.4
3556,1992,0,1992 Winter,0,SLO,Slovenia,27,7,6,21,0,0,0,0,1.286
3557,1992,0,1992 Winter,0,SMR,San Marino,3,0,2,5,0,0,0,0,0.6
3558,1992,0,1992 Winter,0,SUI,Switzerland,66,17,7,29,1,0,0,1,2.276
3559,1992,0,1992 Winter,0,SUI,Switzerland-1,4,0,1,2,2,1,0,1,2.0
3560,1992,0,1992 Winter,0,SUI,Switzerland-2,4,0,1,2,0,0,0,0,2.0
3561,1992,0,1992 Winter,0,SWE,Sweden,73,17,9,39,4,1,0,3,1.872
3562,1992,0,1992 Winter,0,SWZ,Swaziland,1,0,1,3,0,0,0,0,0.333
3563,1992,0,1992 Winter,0,TCH,Czechoslovakia,72,19,10,43,3,0,0,3,1.674
3564,1992,0,1992 Winter,0,TCH,Czechoslovakia-1,2,0,1,1,0,0,0,0,2.0
3565,1992,0,1992 Winter,0,TCH,Czechoslovakia-2,2,0,1,1,0,0,0,0,2.0
3566,1992,0,1992 Winter,0,TPE,Chinese Taipei,8,0,3,6,0,0,0,0,1.333
3567,1992,0,1992 Winter,0,TUR,Turkey,8,0,2,5,0,0,0,0,1.6
3568,1992,0,1992 Winter,0,USA,United States,123,45,11,51,11,5,4,2,2.412
3569,1992,0,1992 Winter,0,USA,United States-1,12,2,3,5,0,0,0,0,2.4
3570,1992,0,1992 Winter,0,USA,United States-2,12,2,3,5,0,0,0,0,2.4
3571,1992,0,1992 Winter,0,USA,United States-3,2,1,1,1,0,0,0,0,2.0
3572,1992,0,1992 Winter,0,YUG,Yugoslavia,24,3,6,21,0,0,0,0,1.143
3573,1992,0,1992 Winter,0,YUG,Yugoslavia-1,2,0,1,1,0,0,0,0,2.0
3574,1992,0,1992 Winter,0,YUG,Yugoslavia-2,2,0,1,1,0,0,0,0,2.0
3575,1994,0,1994 Winter,0,AND,Andorra,6,2,1,7,0,0,0,0,0.857
3576,1994,0,1994 Winter,0,ARG,Argentina,10,6,2,11,0,0,0,0,0.909
3577,1994,0,1994 Winter,0,ARM,Armenia,2,0,1,1,0,0,0,0,2.0
3578,1994,0,1994 Winter,0,ASA,American Samoa,2,0,1,1,0,0,0,0,2.0
3579,1994,0,1994 Winter,0,AUS,Australia,25,7,9,26,1,0,0,1,0.962
3580,1994,0,1994 Winter,0,AUT,Austria,71,15,9,36,9,2,3,4,1.972
3581,1994,0,1994 Winter,0,AUT,Austria-1,5,0,1,2,0,0,0,0,2.5
3582,1994,0,1994 Winter,0,AUT,Austria-2,4,0,1,2,0,0,0,0,2.0
3583,1994,0,1994 Winter,0,BEL,Belgium,5,3,2,6,0,0,0,0,0.833
3584,1994,0,1994 Winter,0,BER,Bermuda,1,0,1,1,0,0,0,0,1.0
